R4-00164|d:\6\恋爱小程序\apps\client\src\stores\messages.ts|1193|B|P1|loadInteractionEvents 默认 page=1，后端 InteractionEventController 分页为 0 基（page=0 首页），url 拼 page=1&size=20|互动事件列表首屏跳过最新 20 条（展示第 21~40 条），新事件永不显示|改为 page=0 起始或 page-1 换算|open|batch-2|
R4-00167|d:\6\恋爱小程序\apps\client\src\stores\session.ts|641-666|B|P1|bindSchool real 分支调用 saveCampusProfile 时 city/department 传空串，后端 CampusProfileRequest 标注 @NotBlank → 恒 400|真实模式学校绑定必然失败（返回 false），任务 C「学校一次性绑定」real 下不可用|city/department 取用户真实资料或改后端为可空|open|batch-2|
R4-00168|d:\6\恋爱小程序\apps\client\src\services\http.ts|232-245|B|P2|幂等键拦截器每次请求生成全新 key（idem-${Date.now()}-${random}），注释自称「按 key 去重」|双击/重试产生的不同幂等键无法被后端 @Idempotent 去重，写操作重复提交防护失效（仅满足头存在性）|按业务语义生成稳定 key（如按钮级）或由调用方显式传 key|open|batch-2|
R4-00172|d:\6\恋爱小程序\apps\client\src\stores\coins.ts|43-48|H|P2|解锁定价 UNLOCK_COST_YUAN 硬编码前端（MESSAGE 5/VISITORS 3/LIKES 3/WHISPER 2 元）|调价需发版；且与后端无契约绑定（见 spend 条目）|后端下发定价配置|open|batch-2|
R4-00174|d:\6\恋爱小程序\apps\client\src\stores\vip.ts|106-132|H|P2|VIP 套餐与价格硬编码（18/28、48/84、128/336 元）且无支付流程（enableAutoRenew 仅 POST 状态）|定价无运营配置源；「购买」无真实支付闭环，商业化资金链路断裂|接支付 SDK 并后端下发套餐|open|batch-2|
R4-00175|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|793-823|B|P1|setupUserSubscriptions 仅订阅 /user/queue/{messages,signals,notifications}，后端实际推送 6 类队列（另含 queue/matches、queue/temp、queue/checkin，见 MatchRecorder/TempChatSessionService/CheckInEventConsumer）|匹配成功、临时会话新消息、签到事件实时推送全部丢失，用户必须手动刷新才能看到匹配与匿名会话消息|补订 /user/queue/matches 与 /user/queue/temp（dispatchToStore 同步扩展）|open|batch-2|
R4-00178|d:\6\恋爱小程序\apps\client\src\stores\campus.ts|781-793|B|P2|createCampusTopic real 分支请求体仅 {category,title,content}，UI 的 isAnonymous 匿名选项未透传（后端 CreateCampusTopicRequest 亦无该字段）|real 模式「匿名发布」静默失效——用户勾选匿名仍以真名发布，隐私承诺落空|后端补 isAnonymous 字段并透传|open|batch-2|
R4-00179|d:\6\恋爱小程序\apps\client\src\stores\campus.ts|853-859|B|P2|replyToCampusTopic real 分支请求体仅 {content}，isAnonymous 未透传（后端 CreateCampusReplyRequest 亦无该字段）|匿名回复在 real 模式静默失效|后端补字段并透传|open|batch-2|
R4-00180|d:\6\恋爱小程序\apps\client\src\stores\circle.ts|692-700|B|P2|createTopic real 分支请求体仅 {title,content,images}，Task B5 的 tags/favorite 参数被静默丢弃（mock 分支有）|发帖附带的标签/喜爱标记在 real 模式丢失，功能前后端不一致|后端 CreateTopicRequest 补 tags/favorite 并透传|open|batch-2|
R4-00183|d:\6\恋爱小程序\apps\client\src\stores\profile.ts|680-709|B|P2|setAllowSameSchoolRecommend/setReceiveSameSchoolInfo 仅本地 storage 持久化，注释声称「真实环境同步后端接口」但 real 无任何 API 调用|隐私开关在 real 模式不落库：换设备/重装后丢失，且后端推荐逻辑不感知该偏好|接入后端偏好接口|open|batch-2|
R4-00187|d:\6\恋爱小程序\apps\client\src\stores\schedule.ts|52-116|F|P2|课表 store 全部为本地 mock（3 课程+2 活动+1 自定义），无任何后端读取/写入（/profile/schedule 契约未接入本 store）|「我的课表」功能为假功能：保存的 ScheduleProfile 与课表页数据互不相通，real 模式展示的永远是演示课表|接入 /profile/schedule 读写|open|batch-2|
R4-00188|d:\6\恋爱小程序\apps\client\src\stores\campus-wall.ts|25-80|F|P2|校园墙 store 纯本地 mock 数组（无任何 API 调用），loading 从未置 true|校园墙发帖/点赞/关注全部内存态，刷新即失，real 模式无数据源|接入村口 posts 或独立墙接口|open|batch-2|
R4-00201|d:\6\恋爱小程序\apps\client\.env.real|4|H|P1|real 模式 VITE_API_BASE_URL=https://api.campuslove.example.com/api（build:h5:real 与 build:mp-weixin:real 均加载本文件）|真实模式构建（含小程序 real 版）指向示例域名，联调/发布即失败|替换为真实域名；缺失时构建失败而非静默出包|open|batch-2|
R4-00202|d:\6\恋爱小程序\apps\client\src\config\env.ts|156|T|P1|注释称"不再回退到 http://localhost"但实现 return "https://localhost:8080/api"（注释与实现矛盾，且生产路径仍静默回退 localhost）|生产缺配置时线上请求全部打向本机 localhost，且错误被 console.error 后继续以坏地址运行|删除回退改为显式抛错/终止启动|open|batch-2|
R4-00203|d:\6\恋爱小程序\apps\client\src\manifest.json|36-49|B|P1|mp-weixin appid=wxc67cd233d72388d0 处于"待运营/产品向微信开放平台核对是否正式注册"状态（注释自述），且需三处文件手动同步|appid 非正式注册时提审被拒或线上小程序身份错误，合规风险|核对并固化 appid 到单一来源，更新三处文件|open|batch-2|
R4-00666|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|220|H|P2|硬编码 mock 用户/会话 ID user-2001（mockLikes 数组 mock 用户对象（林夕））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00667|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|228|H|P2|硬编码 mock 用户/会话 ID user-2002（mockLikes 数组 mock 用户对象（陈默））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00668|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|239|H|P2|硬编码 mock 用户/会话 ID user-2003（mockLikedBy 数组 mock 用户对象（苏晴））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00669|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|248|H|P2|硬编码 mock 用户/会话 ID user-2004（mockLikedBy 数组 mock 用户对象（周然））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00670|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|257|H|P2|硬编码 mock 用户/会话 ID user-2006（mockLikedBy 数组 mock 用户对象（叶知秋））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00671|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|265|H|P2|硬编码 mock 用户/会话 ID user-2007（mockLikedBy 数组 mock 用户对象（沈星河））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00672|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|274|H|P2|硬编码 mock 用户/会话 ID user-2200（mockLikedBy 数组 mock 用户对象（like-7））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00673|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|283|H|P2|硬编码 mock 用户/会话 ID user-2201（mockLikedBy 数组 mock 用户对象（like-8））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00674|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|291|H|P2|硬编码 mock 用户/会话 ID user-2202（mockLikedBy 数组 mock 用户对象（like-9））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00675|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|299|H|P2|硬编码 mock 用户/会话 ID user-2203（mockLikedBy 数组 mock 用户对象（like-10））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00676|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|308|H|P2|硬编码 mock 用户/会话 ID user-2204（mockLikedBy 数组 mock 用户对象（like-11））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00677|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|316|H|P2|硬编码 mock 用户/会话 ID user-2205（mockLikedBy 数组 mock 用户对象（like-12））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00678|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|324|H|P2|硬编码 mock 用户/会话 ID user-2206（mockLikedBy 数组 mock 用户对象（like-13））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00679|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|333|H|P2|硬编码 mock 用户/会话 ID user-2207（mockLikedBy 数组 mock 用户对象（like-14））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00680|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|341|H|P2|硬编码 mock 用户/会话 ID user-2208（mockLikedBy 数组 mock 用户对象（like-15））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00681|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|349|H|P2|硬编码 mock 用户/会话 ID user-2209（mockLikedBy 数组 mock 用户对象（like-16））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00682|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|358|H|P2|硬编码 mock 用户/会话 ID user-2210（mockLikedBy 数组 mock 用户对象（like-17））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00683|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|366|H|P2|硬编码 mock 用户/会话 ID user-2211（mockLikedBy 数组 mock 用户对象（like-18））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00684|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|374|H|P2|硬编码 mock 用户/会话 ID user-2212（mockLikedBy 数组 mock 用户对象（like-19））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00685|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|383|H|P2|硬编码 mock 用户/会话 ID user-2213（mockLikedBy 数组 mock 用户对象（like-20））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00686|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|391|H|P2|硬编码 mock 用户/会话 ID user-2214（mockLikedBy 数组 mock 用户对象（like-21））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00687|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|399|H|P2|硬编码 mock 用户/会话 ID user-2215（mockLikedBy 数组 mock 用户对象（like-22））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00688|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|408|H|P2|硬编码 mock 用户/会话 ID user-2216（mockLikedBy 数组 mock 用户对象（like-23））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00689|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|416|H|P2|硬编码 mock 用户/会话 ID user-2217（mockLikedBy 数组 mock 用户对象（like-24））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00690|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|427|H|P2|硬编码 mock 用户/会话 ID user-2003（mockVisitors 访客对象 visit-1（苏晴））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00691|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|437|H|P2|硬编码 mock 用户/会话 ID user-2005（mockVisitors 访客对象 visit-2（顾言））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00692|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|446|H|P2|硬编码 mock 用户/会话 ID user-2008（mockVisitors 访客对象 visit-3（江晚吟））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00693|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|456|H|P2|硬编码 mock 用户/会话 ID user-2300（mock 用户对象（like-25））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00694|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|465|H|P2|硬编码 mock 用户/会话 ID user-2301（mock 用户对象（like-26））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00695|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|475|H|P2|硬编码 mock 用户/会话 ID user-2302（mock 用户对象（like-27））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00696|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|484|H|P2|硬编码 mock 用户/会话 ID user-2303（mock 用户对象（like-28））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00697|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|493|H|P2|硬编码 mock 用户/会话 ID user-2304（mock 用户对象（like-29））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00698|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|502|H|P2|硬编码 mock 用户/会话 ID user-2305（mock 用户对象（like-30））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00699|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|512|H|P2|硬编码 mock 用户/会话 ID user-2306（mock 用户对象（like-31））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00700|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|521|H|P2|硬编码 mock 用户/会话 ID user-2307（mock 用户对象（like-32））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00701|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|530|H|P2|硬编码 mock 用户/会话 ID user-2308（mock 用户对象（like-33））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00702|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|539|H|P2|硬编码 mock 用户/会话 ID user-2309（mock 用户对象（like-34））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00703|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|549|H|P2|硬编码 mock 用户/会话 ID user-2310（mock 用户对象（like-35））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00704|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|558|H|P2|硬编码 mock 用户/会话 ID user-2311（mock 用户对象（like-36））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00705|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|567|H|P2|硬编码 mock 用户/会话 ID user-2312（mock 用户对象（like-37））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00706|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|576|H|P2|硬编码 mock 用户/会话 ID user-2313（mock 用户对象（like-38））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00707|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|586|H|P2|硬编码 mock 用户/会话 ID user-2314（mock 用户对象（like-39））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00708|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|595|H|P2|硬编码 mock 用户/会话 ID user-2315（mock 用户对象（like-40））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00709|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|604|H|P2|硬编码 mock 用户/会话 ID user-2316（mock 用户对象（like-41））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00710|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|613|H|P2|硬编码 mock 用户/会话 ID user-2317（mock 用户对象（like-42））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00711|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|623|H|P2|硬编码 mock 用户/会话 ID user-2318（mock 用户对象（like-43））|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00712|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|635|H|P2|硬编码 mock 用户/会话 ID user-2003（mockHeartSignals signal-1 fromUserId 硬编码 mock 用户 ID）|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
R4-00713|d:\6\恋爱小程序\apps\client\src\stores\likes.ts|645|H|P2|硬编码 mock 用户/会话 ID user-2006（mockHeartSignals signal-2 fromUserId 硬编码 mock 用户 ID）|mock 身份可能泄漏到真实数据流，与真实用户体系割裂|移入 mock 数据源并加 apiMode 守卫|open|batch-2|
