R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\love-center\mbti.vue|87-91|F|P2|MBTI 测试结果仅 toast 展示（2.5s 消失），无结果页/记录/保存|测试结果无法回看，无留存价值|结果落地页或存储|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\love-center\nearby.vue|42|F|P3|"附近的人"复用 clientApi.getRecommendations({}) 全量推荐接口，无任何距离/位置参数，功能名不副实|附近维度缺失，用户期望与体验不符|接入距离/定位筛选|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\activities\detail.vue|243-244|B|P3|handleSendToFriend 中 await uni.showActionSheet 无 try/catch（页内其他 ActionSheet 均用回调模式），用户取消时 H5 端 Promise reject → 未捕获异常|取消操作产生未处理 rejection|补 catch 或改回调模式|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\daily-question\index.vue|200|B|P2|回答作者字段契约失配：openapi DailyAnswerView.author.displayName vs 前端 answer.authorName；非匿名时 L200 `answer.authorName[0]` 对 undefined 直接抛 TypeError 页面崩溃|后端按契约返回时回答列表作者名空白甚至崩溃|字段映射对齐（author.displayName）|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\shop\index.vue|99-112|F|P1|商品详情页未注册（注释明确断链），全部商品点击仅 toast"开发中"（detailDeveloping），商城无详情/购买链路|逛逛页商业化链路断裂，积分余额无消费场景|注册详情页或隐藏商品入口|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\shop\index.vue|31-92|H|P2|商品数据全为本地硬编码 mock（价格 99/29.9/9.9…、销量、分类、图片路径），无后端数据源|商城数据不可运营，价格销量为假数据|接入后端商品接口|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\showcase\index.vue|39-143|H|P3|展示页全量中文文案硬编码（分组标题"核心旅程"等、欢迎语"超级管理员模式 · 所有功能已解锁"）绕过 i18n|展示构建文案无法国际化|走 i18n 资源|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\dev\index.vue|18-44|H|P1|超级测试账号明文密码 "Admin@12345" 与一键登录逻辑位于 script 中，未随模板的 #ifdef DEV 条件编译剔除，进入生产产物|生产包携带测试账号凭据与登录后门，可被逆向利用|script 逻辑同样条件编译或移入 dev 专用模块|open|batch-1
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\dev\index.vue|35-37|T|P3|loginSuperAccount 的跳转 setTimeout 未保存引用清理（同页其他定时器均有 onUnmounted 清理）|dev 页卸载后仍可能触发跳转|保存引用并清理|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\pages\dev\index.vue|79|T|P3|`void refreshSuperState;` 无意义表达式语句（为绕过 noUnusedLocals 的 hack）|代码异味|删除|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\profile\index.vue|285-291|D|P2|籍贯城市/未来城市默认值直接取校区城市（campus.city），籍贯为出生地与校区无关，用户不修改即提交错误籍贯|用户籍贯数据污染，同乡匹配与推荐失效|移除自动填充，仅保留显式选择|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\campus\index.vue|155|B|P2|补认证场景（"我的→校园认证"进入，L121 注释）保存后统一 replaceAppPath 跳注册流程时间安排页，导航上下文错误|补认证用户被带到注册流程，路径混乱|按来源区分跳转目标|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\schedule\index.vue|18-24|H|P1|注册流程表单预填示例值："图书馆和北草坪"/["今晚","本周"]/courseBlocks 设计课课表，新用户直接保存即提交示例假数据入库|注册用户资料被示例数据污染，课表/偏好失真|默认值置空|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\schedule\index.vue|21-23|B|P1|courseBlocks 示例课表未在模板渲染（用户不可见、无法编辑，review #66 仅修了 timeWindows）却随 {...form}（L45）提交后端|不可见假课表入库或课表功能整体缺失|渲染课表字段或从提交中剔除|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\schedule\index.vue|33-75|H|P2|全页中文文案硬编码（"请输入偏好地点"/"保存并进入应用"/"常去区域"等 toast、标题、占位、按钮）未走 i18n，与其他 setup 页不一致|国际化缺失|接入 i18n|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\setup\recommend-pref\index.vue|85-87|B|P2|接口契约失配：前端 GET/PUT /recommendations/preferences/me（L126-135 PUT body 用 preferredTime 字段），而 docs/openapi/recommendations.yaml 为 /recommendations/preferences 且字段 dailyNotifyTime|契约漂移，后端调整时前端 404 或字段丢失|对齐 openapi 契约（路径与字段名）|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\legal\agreement\index.vue|148|H|P3|AppShell title="用户协议" 静态中文未走 i18n（页内其余文案均走 t()）|标题不随语言切换|title 走 i18n|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\legal\agreement\index.vue|1-356|T|P3|agreement 与 privacy 两页 95% 代码重复（仅 LegalTextType 与 i18n key 不同），未抽取共用页面组件|双份维护成本，改一处漏一处|抽取共用法律文本页组件|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\legal\privacy\index.vue|148|H|P3|AppShell title="隐私政策" 静态中文未走 i18n|同上|title 走 i18n|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\discover\discussions\index.vue|46-75|H|P2|全页中文硬编码（"讨论圈"/"正在加载讨论内容..."/"点击重试"/"暂时还没有新的讨论推荐"/"去寻觅"/"反馈讨论建议"及 L32 错误文案）未走 i18n|国际化缺失|接入 i18n|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\discover\discussions\index.vue|62-66|F|P3|讨论推荐条目仅静态展示 title/summary/heatLabel，无任何点击交互与跳转|讨论推荐无消费路径，功能半成品|条目可点击查看/跳转|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\subpackages\discover\activities\index.vue|304-545|H|P2|大量中文文案硬编码与 t() 混用："线下活动"/"正在加载活动内容..."/"列表"/"日历"/"人已报名"/"感兴趣"/"加载中..."/"没有更多活动了"/"下一步"（L128 星期标签亦硬编码）|国际化缺失且同页风格不一致|统一走 i18n|open|batch-3
