R4-00242|d:\6\恋爱小程序\apps\client\src\custom-tab-bar\index.wxss|20-42|D|P3|品牌色/文字色硬编码（#ffffff/#6B7280/#3FCF8E），与 design-variables.scss token 双源（对比度修复只改了此处与 scss，JS tokens.ts 未同步）|主题/品牌色调整时 tabBar 遗漏|wxss 引用 CSS 变量（page 级变量可级联）|open|batch-4|
R4-00524|d:\6\恋爱小程序\apps\client\src\composables\usePageAccess.ts|79|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00525|d:\6\恋爱小程序\apps\client\src\config\env.ts|152|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00526|d:\6\恋爱小程序\apps\client\src\config\env.ts|168|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00527|d:\6\恋爱小程序\apps\client\src\config\env.ts|222|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00528|d:\6\恋爱小程序\apps\client\src\config\showcase.ts|77|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00529|d:\6\恋爱小程序\apps\client\src\config\schools.ts|133|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00530|d:\6\恋爱小程序\apps\client\src\config\profile-tags.ts|155|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00531|d:\6\恋爱小程序\apps\client\src\config\popular-topics.ts|75|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00532|d:\6\恋爱小程序\apps\client\src\utils\privacy.ts|169|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00533|d:\6\恋爱小程序\apps\client\src\utils\privacy.ts|179|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00534|d:\6\恋爱小程序\apps\client\src\utils\global-error.ts|21|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00535|d:\6\恋爱小程序\apps\client\src\utils\global-error.ts|23|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00536|d:\6\恋爱小程序\apps\client\src\components\discover\CardDetailOverlay.vue|142|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00537|d:\6\恋爱小程序\apps\client\src\components\discover\LongPressMenu.vue|86|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00538|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|590|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00539|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|639|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00540|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|671|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00541|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|801|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00542|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|848|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00543|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|861|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00544|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|874|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00545|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|898|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00546|d:\6\恋爱小程序\apps\client\src\services\websocket\transport.ts|128|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00547|d:\6\恋爱小程序\apps\client\src\services\websocket\transport.ts|242|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00548|d:\6\恋爱小程序\apps\client\src\services\websocket\transport.ts|245|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00549|d:\6\恋爱小程序\apps\client\src\services\websocket\transport.ts|270|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00550|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|69|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00551|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|78|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00552|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|97|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00553|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|131|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00554|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|133|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00555|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|152|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00556|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|190|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00557|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|192|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00558|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|211|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00559|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|237|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00560|d:\6\恋爱小程序\apps\client\src\services\websocket\store-dispatch.ts|239|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00561|d:\6\恋爱小程序\apps\client\src\services\websocket\state-machine.ts|60|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00562|d:\6\恋爱小程序\apps\client\src\services\websocket\reconnect.ts|119|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00563|d:\6\恋爱小程序\apps\client\src\services\websocket\reconnect.ts|130|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00564|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|82|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00565|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|192|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00566|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|197|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00567|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|367|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00568|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|419|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00569|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|440|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00570|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|444|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00571|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|479|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00572|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|530|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00573|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|560|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00574|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|672|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00575|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|685|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00576|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|712|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00577|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|716|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00578|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|763|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00579|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|767|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00580|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|900|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00581|d:\6\恋爱小程序\apps\client\src\stores\theme.ts|23|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00582|d:\6\恋爱小程序\apps\client\src\stores\theme.ts|45|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00583|d:\6\恋爱小程序\apps\client\src\stores\theme.ts|59|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00584|d:\6\恋爱小程序\apps\client\src\services\websocket\heartbeat.ts|95|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00585|d:\6\恋爱小程序\apps\client\src\services\websocket\heartbeat.ts|98|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00586|d:\6\恋爱小程序\apps\client\src\stores\session.ts|383|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00587|d:\6\恋爱小程序\apps\client\src\stores\session.ts|416|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00588|d:\6\恋爱小程序\apps\client\src\stores\session.ts|449|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00589|d:\6\恋爱小程序\apps\client\src\stores\session.ts|474|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00590|d:\6\恋爱小程序\apps\client\src\stores\session.ts|507|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00591|d:\6\恋爱小程序\apps\client\src\stores\session.ts|518|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00592|d:\6\恋爱小程序\apps\client\src\stores\session.ts|566|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00593|d:\6\恋爱小程序\apps\client\src\stores\session.ts|583|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00594|d:\6\恋爱小程序\apps\client\src\stores\session.ts|587|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00595|d:\6\恋爱小程序\apps\client\src\stores\session.ts|593|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00596|d:\6\恋爱小程序\apps\client\src\stores\session.ts|608|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00597|d:\6\恋爱小程序\apps\client\src\stores\session.ts|663|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00598|d:\6\恋爱小程序\apps\client\src\stores\session.ts|677|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00599|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|91|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00600|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|107|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00601|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|110|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00602|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|184|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00603|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|186|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00604|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|228|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
R4-00605|d:\6\恋爱小程序\apps\client\src\services\sentry.ts|278|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4|
