R4-00317|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\AutoRenewService.java|252-337|B|P1|Redisson 锁在事务提交前释放（finally unlock 早于代理层 commit），且 orderNo 每次 UUID 不同|并发二次续费可读到未提交数据再次扣款+再次顺延 VIP（双扣费）|锁生命周期包住事务提交（TransactionSynchronization 或锁外事务）|open|batch-2|
R4-00318|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\BillingService.java|207|F|P1|handlePaymentCallback 无任何 HTTP/Controller 调用方（支付回调未接入）|微信支付-权益开通闭环断裂，BillingService 回调逻辑为死代码|接入支付回调端点（验签+验单）|open|batch-2|
R4-00319|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\BillingService.java|225-236|B|P1|支付回调幂等仅按 notification_id；同 orderNo 不同 notificationId 重复回调绕过检查无限顺延 VIP（注释自认）|重复回调可无限免费延长 VIP，幂等无保证|增加 orderNo 维度幂等 + transaction_id 唯一约束|open|batch-2|
R4-00320|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\PromoCodeService.java|113|F|P1|redeem 折扣结果无消费方：全仓无任何 VIP 购买/支付下单流程使用折扣金额|优惠码兑换后折扣不生效（兑换成功但购买时无人读取），营销链路断裂|在支付/下单链路上消费折扣|open|batch-2|
R4-00321|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\MessageWebSocketHandler.java|216-224|B|P1|私信 WS 路径校验通过后仅推送不落库（payload 直发 /queue/messages）|WS 发送的私信不入库：历史消息、未读计数、会话预览均缺失，双通道数据不一致|WS 私信复用 RealPrivateMessageService 落库|open|batch-2|
R4-00322|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\TempChatSessionService.java|459-462|B|P1|matchId 兜底把任意数字解析为 userId 建立会话（代码 TODO 自认）|任意用户可借 matchId 与任意用户建立临时会话并推送通知，越权骚扰|校验 matchId 归属当前用户（MatchService 查询支持）|open|batch-2|
R4-00323|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\VideoCallService.java|179-186|B|P1|startedAt 全仓无任何赋值（grep setStartedAt 仅实体 setter），endCall 时长恒 0|通话时长恒为 0、记录状态恒 MISSED，CONNECTED 不可达，通话记录失真|接通信令时设置 startedAt/ONGOING|open|batch-2|
R4-00324|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\VideoCallController.java|59-95|F|P1|视频通话无接听/拒绝端点（仅 start/end/records），RINGING 无法流转 ONGOING|呼叫方只能发起与挂断，被叫方无任何操作入口，视频通话功能不可用|补接听/拒绝信令端点|open|batch-2|
R4-00325|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\discover\RealRecommendationService.java|388-390|B|P1|推荐配额在缓存命中前扣减，首页/聊天概览/发现页多个入口每次拉取均扣配额|用户浏览首页+聊天+发现即消耗 3 次配额，缓存期内翻页重复扣减，配额经济失真|配额扣减移入缓存 miss 路径并按入口去重|open|batch-2|
R4-00326|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\growth\RealCheckInService.java|434-478|B|P1|补签 costPoints（首免后每次 50 积分）仅返回视图，从不调用 walletService.deduct 扣减|契约（check-in.yaml：subsequent ones cost 50 growth points）失配，月 3 次补签全部免费，积分经济断链|补签时真实扣减钱包并写 DEBIT 流水|open|batch-2|
R4-00327|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\growth\RealSocialProgressService.java|84-211|F|P1|recordExposure/recordLike/recordMatch/recordChat 等 6 个方法全仓无调用方（grep 确认）|社交升温漏斗计数恒为 0，层级永卡 L1，漏斗功能是空壳|在 like/match/chat 主链路埋点调用|open|batch-2|
R4-00328|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\village\RealPostTagService.java|84-142|F|P1|post_tag 表无任何写入方（全仓无 PostTag save；createPost 仅写 posts.tags JSON）|按标签查帖子/热门话题恒为空，标签功能断链|createPost 同步写 PostTag 或改为 JSON 内过滤|open|batch-2|
R4-00367|d:\6\恋爱小程序\apps\api\pom.xml|283-286|T|P1|maven-jar-plugin 的 mock 包排除被注释（"临时取消排除"），生产 jar 将包含 MockRuntimeState/MockVillageService 等 mock 类字节码|生产产物含假数据与 mock 实现，一旦 @Profile 守卫失效（如 profile 误配）将以假数据运行；镜像体积与攻击面增大|恢复 <exclude>com/campuslove/api/mock/**</exclude> 并加 CI 校验|open|batch-2|
R4-00371|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\mq\NotificationConsumer.java|177-183|B|P1|站内通知持久化恒用 SYSTEM_SOURCE_USER_ID=0 且 referenceType 恒为 user（TODO FIN-00047），点赞/评论/关注通知无法跳转来源用户主页|"谁互动了我"语义缺失，通知中心互动链路断裂，前端跳转全部失效|NotificationMessage 增加 sourceUserId/referenceId/referenceType 字段并由生产者填充|open|batch-2|
R4-00377|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\ratelimit\RateLimitBucketRegistry.java|21-35|B|P1|限流桶为本地内存实现（注释自述"适用于单实例"），多实例部署时每实例独立桶，N 实例限流阈值放大 N 倍|多实例生产环境下刷接口/爆破防护失效，登录爆破防护被稀释|改 Bucket4j+Redis 分布式桶|open|batch-2|
R4-00382|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\SensitiveWordImportService.java|46|F|P1|Javadoc 声明客户端可轮询 /api/v1/admin/sensitive-words/import/status/{taskId}，但该端点不存在（仅 batch-import 受理接口）|异步导入任务结果无法查询，前端只能盲等，任务状态黑盒|补 status 端点或移除文档承诺|open|batch-2|
R4-00385|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCampusTopicController.java|197-200|B|P1|注释自述：客户端 RealCampusService.getCampusTopics 未按 status 过滤，管理端软删/隐藏的话题在客户端校园圈列表仍可见|删除话题功能实际不生效，违规内容无法下架|客户端查询层补 status='active' 过滤|open|batch-2|
R4-00398|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\mock\MockRuntimeState.java|17-47|H|P1|mock 会话/资料中文文案与 /uploads/mock/photo-1.jpg 等假头像路径硬编码在 Java 常量中（绕过 i18n）|mock 数据不可 i18n，且假头像路径在真实资源不存在时展示破图|文案抽 i18n 资源、头像走本地静态资源|open|batch-2|
R4-00411|d:\6\恋爱小程序\database\flyway\flyway.user.toml|12-15|H|P1|本地文件含真实 MySQL 凭据（FLYWAY_USER/FLYWAY_PASSWORD 引用环境变量但 url 指向 jdbc:mysql://127.0.0.1:3306/qihang_platform 另一项目库名）|虽被 .gitignore 排除，但文件实际存在于工作区；若被误提交（历史曾发生）则真实凭据+错误库名泄露|删除真实凭据文件，库名改为 campus_love|open|batch-2|
R4-00420|d:\6\恋爱小程序\database\flyway\sql\V2026.08.07.0021__seed_50_virtual_users.sql|多个|S|P1|50+ 虚拟用户种子（含固定 id 10001-10056、真实格式手机号 13700001xxx、Pexels 外链头像）在正式迁移链中执行，任何环境都会灌入虚拟用户|生产推荐池混入虚拟用户、手机号段被占用致真实用户注册冲突、头像依赖外部图床|种子迁移拆分为独立 demo 链或加环境守卫|open|batch-2|
R4-00422|d:\6\恋爱小程序\database\flyway\sql\V2026.08.07.0023__seed_messages_and_visitors.sql|3-37|S|P1|私信种子以 user_a_id=1（首管理员账号）与 8 个虚拟用户建立会话并注入中文消息|生产环境 id=1 真实账号的私信列表被灌入假对话，隐私与演示数据混淆|种子改用专用演示账号|open|batch-2|
R4-00423|d:\6\恋爱小程序\database\flyway\sql\V2026.08.08.0015__discover_card_profile_fields.sql|13-21|S|P1|UPDATE 按 ELT(MOD) 随机覆盖 user_id IN (1, 8, 47) 的 occupation/income_range/mbti/birth_year，其中 id=1 为超级管理员|真实账号资料被演示数据覆盖污染|仅限虚拟用户 ID 区间|open|batch-2|
