R4-00164|d:\6\恋爱小程序\apps\client\src\stores\messages.ts|1193|B|P1|loadInteractionEvents 默认 page=1，后端 InteractionEventController 分页为 0 基（page=0 首页），url 拼 page=1&size=20|互动事件列表首屏跳过最新 20 条（展示第 21~40 条），新事件永不显示|改为 page=0 起始或 page-1 换算|open|batch-2|
R4-00167|d:\6\恋爱小程序\apps\client\src\stores\session.ts|641-666|B|P1|bindSchool real 分支调用 saveCampusProfile 时 city/department 传空串，后端 CampusProfileRequest 标注 @NotBlank → 恒 400|真实模式学校绑定必然失败（返回 false），任务 C「学校一次性绑定」real 下不可用|city/department 取用户真实资料或改后端为可空|open|batch-2|
R4-00168|d:\6\恋爱小程序\apps\client\src\services\http.ts|232-245|B|P2|幂等键拦截器每次请求生成全新 key（idem-${Date.now()}-${random}），注释自称「按 key 去重」|双击/重试产生的不同幂等键无法被后端 @Idempotent 去重，写操作重复提交防护失效（仅满足头存在性）|按业务语义生成稳定 key（如按钮级）或由调用方显式传 key|open|batch-2|
R4-00172|d:\6\恋爱小程序\apps\client\src\stores\coins.ts|43-48|H|P2|解锁定价 UNLOCK_COST_YUAN 硬编码前端（MESSAGE 5/VISITORS 3/LIKES 3/WHISPER 2 元）|调价需发版；且与后端无契约绑定（见 spend 条目）|后端下发定价配置|open|batch-2|
R4-00174|d:\6\恋爱小程序\apps\client\src\stores\vip.ts|106-132|H|P2|VIP 套餐与价格硬编码（18/28、48/84、128/336 元）且无支付流程（enableAutoRenew 仅 POST 状态）|定价无运营配置源；「购买」无真实支付闭环，商业化资金链路断裂|接支付 SDK 并后端下发套餐|open|batch-2|
R4-00175|d:\6\恋爱小程序\apps\client\src\services\websocket\index.ts|793-823|B|P1|setupUserSubscriptions 仅订阅 /user/queue/{messages,signals,notifications}，后端实际推送 6 类队列（另含 queue/matches、queue/temp、queue/checkin，见 MatchRecorder/TempChatSessionService/CheckInEventConsumer）|匹配成功、临时会话新消息、签到事件实时推送全部丢失，用户必须手动刷新才能看到匹配与匿名会话消息|补订 /user/queue/matches 与 /user/queue/temp（dispatchToStore 同步扩展）|open|batch-2|
R4-00178|d:\6\恋爱小程序\apps\client\src\stores\campus.ts|781-793|B|P2|createCampusTopic real 分支请求体仅 {category,title,content}，UI 的 isAnonymous 匿名选项未透传（后端 CreateCampusTopicRequest 亦无该字段）|real 模式「匿名发布」静默失效——用户勾选匿名仍以真名发布，隐私承诺落空|后端补 isAnonymous 字段并透传|open|batch-2|
R4-00179|d:\6\恋爱小程序\apps\client\src\stores\campus.ts|853-859|B|P2|replyToCampusTopic real 分支请求体仅 {content}，isAnonymous 未透传（后端 CreateCampusReplyRequest 亦无该字段）|匿名回复在 real 模式静默失效|后端补字段并透传|open|batch-2|
R4-00180|d:\6\恋爱小程序\apps\client\src\stores\circle.ts|692-700|B|P2|createTopic real 分支请求体仅 {title,content,images}，Task B5 的 tags/favorite 参数被静默丢弃（mock 分支有）|发帖附带的标签/喜爱标记在 real 模式丢失，功能前后端不一致|后端 CreateTopicRequest 补 tags/favorite 并透传|open|batch-2|
R4-00183|d:\6\恋爱小程序\apps\client\src\stores\profile.ts|680-709|B|P2|setAllowSameSchoolRecommend/setReceiveSameSchoolInfo 仅本地 storage 持久化，注释声称「真实环境同步后端接口」但 real 无任何 API 调用|隐私开关在 real 模式不落库：换设备/重装后丢失，且后端推荐逻辑不感知该偏好|接入后端偏好接口|open|batch-2|
R4-00187|d:\6\恋爱小程序\apps\client\src\stores\schedule.ts|52-116|F|P2|课表 store 全部为本地 mock（3 课程+2 活动+1 自定义），无任何后端读取/写入（/profile/schedule 契约未接入本 store）|「我的课表」功能为假功能：保存的 ScheduleProfile 与课表页数据互不相通，real 模式展示的永远是演示课表|接入 /profile/schedule 读写|open|batch-2|
R4-00188|d:\6\恋爱小程序\apps\client\src\stores\campus-wall.ts|25-80|F|P2|校园墙 store 纯本地 mock 数组（无任何 API 调用），loading 从未置 true|校园墙发帖/点赞/关注全部内存态，刷新即失，real 模式无数据源|接入村口 posts 或独立墙接口|open|batch-2|
R4-00201|d:\6\恋爱小程序\apps\client\.env.real|4|H|P1|real 模式 VITE_API_BASE_URL=https://api.campuslove.example.com/api（build:h5:real 与 build:mp-weixin:real 均加载本文件）|真实模式构建（含小程序 real 版）指向示例域名，联调/发布即失败|替换为真实域名；缺失时构建失败而非静默出包|open|batch-2|
R4-00202|d:\6\恋爱小程序\apps\client\src\config\env.ts|156|T|P1|注释称"不再回退到 http://localhost"但实现 return "https://localhost:8080/api"（注释与实现矛盾，且生产路径仍静默回退 localhost）|生产缺配置时线上请求全部打向本机 localhost，且错误被 console.error 后继续以坏地址运行|删除回退改为显式抛错/终止启动|open|batch-2|
R4-00203|d:\6\恋爱小程序\apps\client\src\manifest.json|36-49|B|P1|mp-weixin appid=wxc67cd233d72388d0 处于"待运营/产品向微信开放平台核对是否正式注册"状态（注释自述），且需三处文件手动同步|appid 非正式注册时提审被拒或线上小程序身份错误，合规风险|核对并固化 appid 到单一来源，更新三处文件|open|batch-2|
R4-00249|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|456-457|H|P1|注册用户 phone 明文存储，且 openid 字段写入 "phone:"+phone 明文（setOpenid("phone:" + phone); setPhone(phone)）|数据库泄露即暴露全部真实手机号，违反个人信息保护合规|phone 经 AesEncryptor 加密存储或使用不可逆派生键|open|batch-2|
R4-00251|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|533-567|D|P1|loginAsGuest 全体验用户共用一个固定账号（13900000000，昵称体验用户），会话身份无隔离|体验用户私信/匹配/点赞数据互相污染；商业化误开该入口即数据隔离失效|按会话生成独立临时账号，或体验数据限内存/独立库|open|batch-2|
R4-00259|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|139-163|B|P1|doLogin 命中既有绑定记录路径未检查 user.isDisabled()，禁用用户仍可经微信/Apple 第三方登录签发 JWT|管理员封禁可被第三方登录路径绕过，账号管控失效|doLogin 增加 isDisabled 校验（对齐 RealAuthService.loginWithWechat）|open|batch-2|
R4-00263|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AuthController.java|123-126|B|P1|phoneLogin 公开端点无 @RateLimit（对比 wechat-login/admin/login 均有 10/0.1 限流）|手机号+密码可无限次爆破尝试，撞库/枚举风险|补 @RateLimit(capacity=10, refillTokens=0.1, key=IP)|open|batch-2|
R4-00270|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\WeChatClient.java|92-99|B|P1|devFallbackEnabled 开启时任意 code 派生固定 openid（"dev-wechat-"+code）直接走真实登录/注册链路|生产误开 WECHAT_DEV_FALLBACK_ENABLED 即可无凭据伪造微信身份登录任意新账号|生产 profile 启动强校验该开关必须为 false|open|batch-2|
R4-00279|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\config\MockSecurityConfig.java|181-191|B|P1|mock 模式 /api/v1/admin/** 自动注入 ROLE_ADMIN+ROLE_USER，principal 固定 1L|mock profile 一旦被误带生产，所有管理端点匿名可用，鉴权整体失效|mock profile 启动强校验环境隔离；principal 使用可配置 mock 用户|open|batch-2|
R4-00293|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\dto\DtoMapper.java|259-264|B|P1|toInstant 使用 ZoneId.systemDefault() 将 LocalDateTime 转 UTC Instant（DTO 声称 UTC 无歧义）|JVM 时区与 DB（Asia/Shanghai）不一致时全部时间戳偏移 8 小时|显式指定 Asia/Shanghai 时区转换|open|batch-2|
R4-00313|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\match\RealMatchService.java|349-356|B|P1|喜欢我/访客列表未解锁条目仍返回完整昵称/头像（unlocked 仅前端打码）|付费解锁墙无服务端保护，不付费即可拿到全部列表信息，解锁商业化链路失效|服务端按解锁集合截断昵称/头像/校区字段，未解锁只返回占位|open|batch-2|
R4-00314|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\discover\RecommendationRanker.java|397|B|P1|悄悄话（付费可见语义）明文随推荐列表下发，无任何解锁校验（whisper=WHISPER_POOL.get(...)）|付费内容免费泄露，悄悄话扣费链路无消费方|列表不下发 whisper，由解锁接口单独返回|open|batch-2|
R4-00315|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\discover\RecommendationRanker.java|406|F|P1|allowMessage 恒为 Boolean.FALSE，MESSAGE_UNLOCK/WHISPER_UNLOCK 扣费无任何消费方|用户付费解锁私信后服务端不授予任何能力，钱包扣费白扣|实现解锁校验并据实返回 allowMessage|open|batch-2|
R4-00316|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\AutoRenewService.java|239|F|P1|renewVip 无任何调用方（全仓 grep 无调度任务/Controller 入口）|自动续费开关可开启但永远不会扣费续费，功能闭环断裂|补 @Scheduled 定时任务 + 手动触发端点|open|batch-2|
R4-00317|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\AutoRenewService.java|252-337|B|P1|Redisson 锁在事务提交前释放（finally unlock 早于代理层 commit），且 orderNo 每次 UUID 不同|并发二次续费可读到未提交数据再次扣款+再次顺延 VIP（双扣费）|锁生命周期包住事务提交（TransactionSynchronization 或锁外事务）|open|batch-2|
R4-00318|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\BillingService.java|207|F|P1|handlePaymentCallback 无任何 HTTP/Controller 调用方（支付回调未接入）|微信支付-权益开通闭环断裂，BillingService 回调逻辑为死代码|接入支付回调端点（验签+验单）|open|batch-2|
R4-00319|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\BillingService.java|225-236|B|P1|支付回调幂等仅按 notification_id；同 orderNo 不同 notificationId 重复回调绕过检查无限顺延 VIP（注释自认）|重复回调可无限免费延长 VIP，幂等无保证|增加 orderNo 维度幂等 + transaction_id 唯一约束|open|batch-2|
R4-00320|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\vip\PromoCodeService.java|113|F|P1|redeem 折扣结果无消费方：全仓无任何 VIP 购买/支付下单流程使用折扣金额|优惠码兑换后折扣不生效（兑换成功但购买时无人读取），营销链路断裂|在支付/下单链路上消费折扣|open|batch-2|
R4-00321|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\MessageWebSocketHandler.java|216-224|B|P1|私信 WS 路径校验通过后仅推送不落库（payload 直发 /queue/messages）|WS 发送的私信不入库：历史消息、未读计数、会话预览均缺失，双通道数据不一致|WS 私信复用 RealPrivateMessageService 落库|open|batch-2|
R4-00322|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\TempChatSessionService.java|459-462|B|P1|matchId 兜底把任意数字解析为 userId 建立会话（代码 TODO 自认）|任意用户可借 matchId 与任意用户建立临时会话并推送通知，越权骚扰|校验 matchId 归属当前用户（MatchService 查询支持）|open|batch-2|
R4-00323|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\VideoCallService.java|179-186|B|P1|startedAt 全仓无任何赋值（grep setStartedAt 仅实体 setter），endCall 时长恒 0|通话时长恒为 0、记录状态恒 MISSED，CONNECTED 不可达，通话记录失真|接通信令时设置 startedAt/ONGOING|open|batch-2|
R4-00324|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\chat\VideoCallController.java|59-95|F|P1|视频通话无接听/拒绝端点（仅 start/end/records），RINGING 无法流转 ONGOING|呼叫方只能发起与挂断，被叫方无任何操作入口，视频通话功能不可用|补接听/拒绝信令端点|open|batch-2|
R4-00325|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\discover\RealRecommendationService.java|388-390|B|P1|推荐配额在缓存命中前扣减，首页/聊天概览/发现页多个入口每次拉取均扣配额|用户浏览首页+聊天+发现即消耗 3 次配额，缓存期内翻页重复扣减，配额经济失真|配额扣减移入缓存 miss 路径并按入口去重|open|batch-2|
R4-00326|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\growth\RealCheckInService.java|434-478|B|P1|补签 costPoints（首免后每次 50 积分）仅返回视图，从不调用 walletService.deduct 扣减|契约（check-in.yaml：subsequent ones cost 50 growth points）失配，月 3 次补签全部免费，积分经济断链|补签时真实扣减钱包并写 DEBIT 流水|open|batch-2|
R4-00327|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\growth\RealSocialProgressService.java|84-211|F|P1|recordExposure/recordLike/recordMatch/recordChat 等 6 个方法全仓无调用方（grep 确认）|社交升温漏斗计数恒为 0，层级永卡 L1，漏斗功能是空壳|在 like/match/chat 主链路埋点调用|open|batch-2|
R4-00328|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\village\RealPostTagService.java|84-142|F|P1|post_tag 表无任何写入方（全仓无 PostTag save；createPost 仅写 posts.tags JSON）|按标签查帖子/热门话题恒为空，标签功能断链|createPost 同步写 PostTag 或改为 JSON 内过滤|open|batch-2|
R4-00367|d:\6\恋爱小程序\apps\api\pom.xml|283-286|T|P1|maven-jar-plugin 的 mock 包排除被注释（"临时取消排除"），生产 jar 将包含 MockRuntimeState/MockVillageService 等 mock 类字节码|生产产物含假数据与 mock 实现，一旦 @Profile 守卫失效（如 profile 误配）将以假数据运行；镜像体积与攻击面增大|恢复 <exclude>com/campuslove/api/mock/**</exclude> 并加 CI 校验|open|batch-2|
R4-00371|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\mq\NotificationConsumer.java|177-183|B|P1|站内通知持久化恒用 SYSTEM_SOURCE_USER_ID=0 且 referenceType 恒为 user（TODO FIN-00047），点赞/评论/关注通知无法跳转来源用户主页|"谁互动了我"语义缺失，通知中心互动链路断裂，前端跳转全部失效|NotificationMessage 增加 sourceUserId/referenceId/referenceType 字段并由生产者填充|open|batch-2|
R4-00377|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\ratelimit\RateLimitBucketRegistry.java|21-35|B|P1|限流桶为本地内存实现（注释自述"适用于单实例"），多实例部署时每实例独立桶，N 实例限流阈值放大 N 倍|多实例生产环境下刷接口/爆破防护失效，登录爆破防护被稀释|改 Bucket4j+Redis 分布式桶|open|batch-2|
R4-00382|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\SensitiveWordImportService.java|46|F|P1|Javadoc 声明客户端可轮询 /api/v1/admin/sensitive-words/import/status/{taskId}，但该端点不存在（仅 batch-import 受理接口）|异步导入任务结果无法查询，前端只能盲等，任务状态黑盒|补 status 端点或移除文档承诺|open|batch-2|
R4-00385|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCampusTopicController.java|197-200|B|P1|注释自述：客户端 RealCampusService.getCampusTopics 未按 status 过滤，管理端软删/隐藏的话题在客户端校园圈列表仍可见|删除话题功能实际不生效，违规内容无法下架|客户端查询层补 status='active' 过滤|open|batch-2|
R4-00398|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\mock\MockRuntimeState.java|17-47|H|P1|mock 会话/资料中文文案与 /uploads/mock/photo-1.jpg 等假头像路径硬编码在 Java 常量中（绕过 i18n）|mock 数据不可 i18n，且假头像路径在真实资源不存在时展示破图|文案抽 i18n 资源、头像走本地静态资源|open|batch-2|
R4-00411|d:\6\恋爱小程序\database\flyway\flyway.user.toml|12-15|H|P1|本地文件含真实 MySQL 凭据（FLYWAY_USER/FLYWAY_PASSWORD 引用环境变量但 url 指向 jdbc:mysql://127.0.0.1:3306/qihang_platform 另一项目库名）|虽被 .gitignore 排除，但文件实际存在于工作区；若被误提交（历史曾发生）则真实凭据+错误库名泄露|删除真实凭据文件，库名改为 campus_love|open|batch-2|
R4-00420|d:\6\恋爱小程序\database\flyway\sql\V2026.08.07.0021__seed_50_virtual_users.sql|多个|S|P1|50+ 虚拟用户种子（含固定 id 10001-10056、真实格式手机号 13700001xxx、Pexels 外链头像）在正式迁移链中执行，任何环境都会灌入虚拟用户|生产推荐池混入虚拟用户、手机号段被占用致真实用户注册冲突、头像依赖外部图床|种子迁移拆分为独立 demo 链或加环境守卫|open|batch-2|
R4-00422|d:\6\恋爱小程序\database\flyway\sql\V2026.08.07.0023__seed_messages_and_visitors.sql|3-37|S|P1|私信种子以 user_a_id=1（首管理员账号）与 8 个虚拟用户建立会话并注入中文消息|生产环境 id=1 真实账号的私信列表被灌入假对话，隐私与演示数据混淆|种子改用专用演示账号|open|batch-2|
R4-00423|d:\6\恋爱小程序\database\flyway\sql\V2026.08.08.0015__discover_card_profile_fields.sql|13-21|S|P1|UPDATE 按 ELT(MOD) 随机覆盖 user_id IN (1, 8, 47) 的 occupation/income_range/mbti/birth_year，其中 id=1 为超级管理员|真实账号资料被演示数据覆盖污染|仅限虚拟用户 ID 区间|open|batch-2|
R4-00435|d:\6\恋爱小程序\apps\admin\src\api\http.ts|12-18,89|B|P1|JWT 明文存于 localStorage（getToken 读 admin_v2_token），无 HttpOnly Cookie/刷新机制，任何 XSS 可窃取管理员令牌（注释自认"改进方向需后端协同"但未实施）|管理后台令牌泄露即全站运营权限沦陷，XSS 链一旦存在则无任何缓解|迁移 HttpOnly Cookie+CSRF 或短 token+refresh 双 token 机制|open|batch-2|
R4-00491|d:\6\恋爱小程序\docs\ADMIN-GUIDE.md|583-604,657-705|F|P1|运营手册声称存在灰度发布页（比例/白名单/黑名单配置）、营销活动、用户分群、日报周报月报自动生成等能力，管理后台实际无任何对应页面/入口|运营按手册操作找不到功能，文档商业化承诺失实|手册与实现对齐或补齐对应页面|open|batch-2|
R4-00492|d:\6\恋爱小程序\docs\ADMIN-GUIDE.md|252-270,417-452,508-546|F|P1|手册声称封禁时长(7天/30天/永久)+封禁原因、用户详情含匹配历史/聊天记录/登录记录 30 次、消息举报类型、敏感词批量导入/导出/命中统计、VIP 价格/红包活动配置等能力，实际 Users.vue 仅 disable/enable、敏感词仅增删、VipPlans 为占位页|运营与审核员按手册操作不可执行，内容治理流程与手册脱节|手册按现状重写或补齐功能|open|batch-2|
R4-00493|d:\6\恋爱小程序\docs\ADMIN-GUIDE.md|154-201|F|P1|手册声称 Dashboard 提供 DAU/新增/消息量/帖子数趋势图表、留存率/VIP 转化率、异常告警横幅、系统健康（API/DB/Redis/JVM/慢查询）等，实际 Dashboard 仅 4 张统计卡+匹配趋势列表|运营决策依赖的指标面板不存在，数据驱动运营落空|Dashboard 补齐核心指标或手册降级描述|open|batch-2|
