R4-00436|d:\6\恋爱小程序\apps\admin\src\router\guards.ts|36-38|B|P2|isTokenValid 无条件放行 "dev-admin-token-"/"mock-admin-token-" 前缀（仅长度≥16），生产构建同样生效，无 isDev 守卫；且 "mock-admin-token-" 前缀无任何签发方（死分支）|攻击者可手工伪造 localStorage token 通过前端守卫看到后台框架与菜单（后端 API 仍会 401，仅展示层绕过，纵深防御缺失）|前缀校验加 env.isDev 条件，删除无签发方的 mock 前缀分支|open|batch-3|
R4-00449|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|277-278|F|P2|"支付时间"与"创建时间"两列渲染同一字段 createdAt（无独立支付时间字段，仅注释说明）|运营无法区分支付与账单创建时点，退款/对账场景信息缺失|后端账单视图补充 paidAt 字段|open|batch-3|
R4-00450|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|72-75|F|P2|奖励积分列 rewardLabel 恒返回 "1"（后端未存储奖励值，注释自认按固定规则展示）|签到奖励规则若调整（如连签加成），管理端展示与实际不符，误导运营|后端 check_ins 记录奖励积分并返回|open|batch-3|
R4-00451|d:\6\恋爱小程序\apps\admin\src\views\system\Admins.vue|85-103|B|P2|fetchAdmins 无 reqSeq 竞态防护（其余 18 个分页视图均有），快速切换筛选/翻页时旧响应可能覆盖新数据|列表展示错乱、筛选结果漂移|补齐 reqSeq 序号防护|open|batch-3|
R4-00452|d:\6\恋爱小程序\apps\admin\src\views\system\Schools.vue|44-64|B|P2|fetchSchools 无 reqSeq 竞态防护（分页列表，翻页/搜索竞态窗口明显）|快速翻页时旧页数据覆盖新页，展示错误|补齐 reqSeq 序号防护|open|batch-3|
R4-00453|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|289-300|B|P2|handleExport 捕获导出失败后把错误写入 errorMsg 列表级提示且不区分业务错误；api/business.ts:216-236 exportPromoCodes 无超时、无 401 统一处理、错误文案硬编码中文"导出失败（HTTP ...）"|导出失败时无重试引导；401 时不会跳转登录页，凭据失效后导出行为异常|exportPromoCodes 复用 http.ts 错误处理与 401 跳转，文案 i18n 化|open|batch-3|
R4-00456|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|77,142,156,177,203,254,313,335-386,397-458,476-548|H|P2|整页 60+ 处硬编码中文绕过 i18n（错误文案"加载村落动态失败"、状态标签"待审核/已通过"、表头/按钮/弹窗全部裸中文）|en-US 切换后页面大量中文残留，多语言功能形同虚设；与 Users/Reports/Feedback 全量 i18n 的视图严重不一致|全量迁移至 villagePosts.* locale key|open|batch-3|
R4-00457|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|97-112,152,239-255,355-384,409-526|H|P2|商城页 50+ 处硬编码中文（分类"门票/美食"、校验文案"商品标题不能为空"、表头/弹窗/按钮）|en-US 下商城页全中文，i18n 覆盖断裂|迁移至 shop.* locale key|open|batch-3|
R4-00458|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|83-110,150,197,247-252,292-316,359-419,475-498|H|P2|钱包页 40+ 处硬编码中文（"部分冻结""扣减/充值"、toast、弹窗、表头）|en-US 下钱包页全中文，金额操作界面双语混杂|迁移至 wallets.* locale key|open|batch-3|
R4-00459|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|85-115,147,217-239,254-281,321-347,415-467|H|P2|兑换码页 30+ 处硬编码中文（"满减金额/百分比折扣"、校验文案、表头、弹窗）|en-US 下页面全中文，生成/作废操作无英文|迁移至 promoCodes.* locale key|open|batch-3|
R4-00460|d:\6\恋爱小程序\apps\admin\src\views\system\Dicts.vue|42,88-94,113,143,177,226-231,253,281,296-324,402-465|H|P2|字典页 30+ 处硬编码中文（校验/提示/表头/弹窗/按钮）|en-US 下全中文|迁移至 dicts.* locale key|open|batch-3|
R4-00461|d:\6\恋爱小程序\apps\admin\src\views\system\Roles.vue|41,49-60,122-126,149,176,253-254,293-295,352-361|H|P2|角色页 20+ 处硬编码中文（数据范围"全部数据"、校验、表头、弹窗）|en-US 下全中文，菜单分配弹窗说明裸中文|迁移至 roles.* locale key|open|batch-3|
R4-00462|d:\6\恋爱小程序\apps\admin\src\views\system\Menus.vue|58,174-188,214,241,249-253,263-265,278-288,306-320,339-358|H|P2|菜单页 20+ 处硬编码中文（类型徽章"目录/菜单"、校验、表头、弹窗）|en-US 下全中文|迁移至 menus.* locale key|open|batch-3|
R4-00463|d:\6\恋爱小程序\apps\admin\src\views\system\Schools.vue|58,122-127,147,176,204,219-220,242,251-257,306-320|H|P2|高校页 20+ 处硬编码中文（校验、表头、停用提示 banner、弹窗）|en-US 下全中文|迁移至 schools.* locale key|open|batch-3|
R4-00464|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|84,200-213,236,250-265,291,314-322,333,341-348,382,408-411,429-441|H|P2|活动页 30+ 处硬编码中文（状态"即将开始/进行中/已结束"、校验、确认弹窗、表头）|en-US 下全中文|迁移至 activities.* locale key|open|batch-3|
R4-00465|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|62-73,76-87,104-107,136,186,214-215,229-237,259-262,278-280,301-348|H|P2|VIP 账单页 25+ 处硬编码中文（套餐/状态选项、表头、详情弹窗）|en-US 下全中文|迁移至 vipBills.* locale key|open|batch-3|
R4-00480|d:\6\恋爱小程序\apps\admin\vite.config.ts|30|H|P2|代理目标默认硬编码 "http://localhost:8080"（ADMIN_API_PROXY_TARGET 未配置时生效）|生产/他人环境误以 dev server 直连本地回环，请求全部打到本机 8080，接口不可达且难排查|默认值去掉或启动强校验|open|batch-3|
R4-00481|d:\6\恋爱小程序\apps\admin\package.json|21|T|P2|test:unit 脚本存在但 src 下 0 个测试文件（vitest 空转），且 CI（.github/workflows/ci.yml:190-194 admin-typecheck-and-build）只跑 typecheck+build 不跑测试|管理后台零测试保护，回归全靠人工；README.md:190 却宣传 pnpm test:unit|补充 guard/menu/format 单元测试并将 test:unit 纳入 CI|open|batch-3|
R4-00482|d:\6\恋爱小程序\apps\admin\src\views|全量|T|P2|reqSeq 请求竞态防护模式在 18 个视图重复手写 94 处（let reqSeq/seq!==reqSeq/if(seq===reqSeq)finally），未抽取 composable|重复代码 94 处，新增页面复制粘贴易漏（Admins/Schools 已漏），修复需 18 处同步|抽取 useListFetch composable 统一竞态/loading/错误态|open|batch-3|
R4-00484|d:\6\恋爱小程序\apps\admin\docker\nginx.conf|20-28|B|P2|安全响应头缺少 Content-Security-Policy（仅 nosniff/SAMEORIGIN/X-XSS-Protection/Referrer-Policy/Permissions-Policy）|管理后台 JWT 存 localStorage，无 CSP 时 XSS 注入脚本可直接读 token；CSP 是核心缓解手段|补 CSP（default-src 'self'; img-src 'self' data: 等）|open|batch-3|
R4-01859|d:\6\恋爱小程序\apps\admin\src\views\activity\Enrollments.vue|53|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 53）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01860|d:\6\恋爱小程序\apps\admin\src\views\activity\Enrollments.vue|68|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 68）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01861|d:\6\恋爱小程序\apps\admin\src\views\activity\Enrollments.vue|71|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 71）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01862|d:\6\恋爱小程序\apps\admin\src\views\activity\Enrollments.vue|76|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 76）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01863|d:\6\恋爱小程序\apps\admin\src\views\activity\Enrollments.vue|82|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 82）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01864|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|63|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 63）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01865|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|69|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 69）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01866|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|78|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 78）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01867|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|83|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 83）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01868|d:\6\恋爱小程序\apps\admin\src\views\activity\Activities.vue|89|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 89）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01869|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|77|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 77）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01870|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|129|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 129）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01871|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|141|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 141）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01872|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|146|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 146）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01873|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|152|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 152）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01874|d:\6\恋爱小程序\apps\admin\src\views\content\SensitiveWords.vue|49|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 49）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01875|d:\6\恋爱小程序\apps\admin\src\views\content\SensitiveWords.vue|69|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 69）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01876|d:\6\恋爱小程序\apps\admin\src\views\content\SensitiveWords.vue|72|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 72）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01877|d:\6\恋爱小程序\apps\admin\src\views\content\SensitiveWords.vue|75|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 75）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01878|d:\6\恋爱小程序\apps\admin\src\views\content\SensitiveWords.vue|84|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 84）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01879|d:\6\恋爱小程序\apps\admin\src\views\content\Reports.vue|60|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 60）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01880|d:\6\恋爱小程序\apps\admin\src\views\content\Reports.vue|70|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 70）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01881|d:\6\恋爱小程序\apps\admin\src\views\content\Reports.vue|80|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 80）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01882|d:\6\恋爱小程序\apps\admin\src\views\content\Reports.vue|85|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 85）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01883|d:\6\恋爱小程序\apps\admin\src\views\content\Reports.vue|91|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 91）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01884|d:\6\恋爱小程序\apps\admin\src\views\content\Feedback.vue|37|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 37）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01885|d:\6\恋爱小程序\apps\admin\src\views\content\Feedback.vue|64|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 64）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01886|d:\6\恋爱小程序\apps\admin\src\views\content\Feedback.vue|67|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 67）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01887|d:\6\恋爱小程序\apps\admin\src\views\content\Feedback.vue|70|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 70）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01888|d:\6\恋爱小程序\apps\admin\src\views\content\Feedback.vue|74|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 74）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01889|d:\6\恋爱小程序\apps\admin\src\views\forum\CampusTopics.vue|48|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 48）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01890|d:\6\恋爱小程序\apps\admin\src\views\forum\CampusTopics.vue|54|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 54）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01891|d:\6\恋爱小程序\apps\admin\src\views\forum\CampusTopics.vue|63|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 63）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01892|d:\6\恋爱小程序\apps\admin\src\views\forum\CampusTopics.vue|68|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 68）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01893|d:\6\恋爱小程序\apps\admin\src\views\forum\CampusTopics.vue|74|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 74）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01894|d:\6\恋爱小程序\apps\admin\src\views\forum\Comments.vue|42|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 42）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01895|d:\6\恋爱小程序\apps\admin\src\views\forum\Comments.vue|50|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 50）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01896|d:\6\恋爱小程序\apps\admin\src\views\forum\Comments.vue|53|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 53）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01897|d:\6\恋爱小程序\apps\admin\src\views\forum\Comments.vue|58|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 58）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01898|d:\6\恋爱小程序\apps\admin\src\views\forum\Comments.vue|69|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 69）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01899|d:\6\恋爱小程序\apps\admin\src\views\forum\CircleTopics.vue|81|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 81）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01900|d:\6\恋爱小程序\apps\admin\src\views\forum\CircleTopics.vue|95|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 95）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01901|d:\6\恋爱小程序\apps\admin\src\views\forum\CircleTopics.vue|98|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 98）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
