R4-00473|d:\6\恋爱小程序\apps\admin\src\views\config\MatchConfig.vue|66-82|D|P3|FIELD_LABELS 前端硬编码 15 个配置键的 labelKey 映射，后端新增配置键时显示原始英文 key|匹配配置新增参数（如新权重）无中文标签，运营不可读|后端配置项下发 label 或前端按 key 前缀兜底|open|batch-4|
R4-00474|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|186-336|D|P3|官方号页使用标准 div/h2/p 标签（其余视图用 view/text）且内联硬编码色值 #64748b/#3fcf8e 等 20+ 处，未走 design token|暗色模式/主题切换无法适配该页，视觉与其他页漂移|统一标签体系与 token 化|open|batch-4|
R4-00475|d:\6\恋爱小程序\apps\admin\src\i18n\locales\en-US.ts|163-198|D|P3|menu 标题翻译以中文作 i18n key（"用户管理": "Users" 等 35 个中文 key），i18n 结构被中文污染|key 集合依赖中文原文，改菜单标题即断翻译|菜单标题改 layout.navXxx 语义 key|open|batch-4|
R4-00476|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|39-48|D|P3|menuLabel 双路径翻译 hack（layout.* key 或 menu.<中文> 查表，未收录回退原文），后端新增菜单标题未收录时直接展示中文|新增菜单无英文展示，翻译维护需同步 3 处|统一菜单标题即 i18n key|open|batch-4|
R4-00477|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|372-417|T|P3|Web 管理端使用 uni-app 自定义标签 view/text 渲染（浏览器中为未知内联元素，依赖 CSS display 修正），与 OfficialAccounts.vue 的标准 HTML 标签双体系并存|DOM 语义缺失、无障碍与 SEO 弱化，两套写法并存增加维护成本|统一为标准 HTML 标签|open|batch-4|
R4-00478|d:\6\恋爱小程序\apps\admin\src\styles\admin-common.css|14|T|P3|注释引用不存在的目录 "apps/admin-v2/src/theme/tokens.ts"（实际为 apps/admin），历史遗留|文档误导后续维护者定位 token 来源|修正注释路径|open|batch-4|
R4-00479|d:\6\恋爱小程序\apps\admin\src\theme\tokens.ts|24-42|T|P3|文件头注释声明"薄荷绿主色 #3FCF8E（brand.400）"，adminTokens.colors.primary 实际为 "#667eea"（靛蓝），注释与实现矛盾|主色语义两处不一，后续主题化时误判品牌色|统一注释与 adminTokens 取值|open|batch-4|
R4-00483|d:\6\恋爱小程序\apps\admin|全量|T|P3|admin-legacy 旧后台目录整体保留（vite.config.ts:8 注释"旧后台已迁移至 apps/admin-legacy 作为回退"），双后台双份 UI 代码并存|维护双份管理端代码，修复/功能开发需两边评估，长期漂移|迁移完成并确认回退需求后删除|open|batch-4|
R4-00518|d:\6\恋爱小程序\apps\admin\src\api\system.ts|546-553|T|P3|api/users.ts:111 从 system.ts re-export listAdmins/createAdmin 避免双份实现，但 users.ts:136-146 仍保留 disableUser/enableUser 与 system.ts:569-579 的 disableAdmin/enableAdmin 指向同一端点两套封装|同一端点两套函数名，调用方认知负担|统一收敛为一套|open|batch-4|
R4-00519|d:\6\恋爱小程序\apps\admin\src\api\system.ts|568|B|P3|disableAdmin/enableAdmin 返回类型 Promise<unknown>，无结构约束，与 AdminUserToggleResponse 不一致|类型不健全，后续使用需再断言|补返回类型定义|open|batch-4|
R4-00520|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|244-250|B|P3|visitedTabs 初始 tab 在 setup 期用 visibleMenuTree 计算，若进入 Layout 前菜单未加载完（如深链直入且 loadMenus 失败被守卫放行场景）则初始 tab 可能为占位 Dashboard|极端场景下标签页与菜单不同步|初始 tab 延迟到菜单加载后计算|open|batch-4|
R4-00522|d:\6\恋爱小程序\apps\admin\src\api\system.ts|464-484|D|P3|AUDIT_OPERATIONS 前端硬编码 19 个操作枚举（value+labelKey），与后端 AuditOperation 枚举双份维护，后端新增操作类型时管理端筛选下拉缺失并回退 opUnknown|审计筛选能力滞后于后端操作类型演进|由后端下发操作类型枚举|open|batch-4|
R4-02139|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|339|D|P3|<style>硬编码色值 #fff 未走 design token（color: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02140|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|736|D|P3|<style>硬编码色值 rgba(255, 255, 255, 0.35) 未走 design token（background: rgba(255, 255, 255, 0.35);）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02141|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|198|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02142|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|207|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02143|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|208|D|P3|<style>硬编码色值 #f8fafc 未走 design token（background: #f8fafc;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02144|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|210|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px dashed #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02145|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|229|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px solid #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02146|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|231|D|P3|<style>硬编码色值 #fff 未走 design token（background: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02147|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|237|D|P3|<style>硬编码色值 #3fcf8e 未走 design token（border-color: #3fcf8e;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02148|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|238|D|P3|<style>硬编码色值 #f0fdf9 未走 design token（background: #f0fdf9;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02149|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|248|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02150|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|252|D|P3|<style>硬编码色值 #fff 未走 design token（background: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02151|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|253|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px solid #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02152|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|263|D|P3|<style>硬编码色值 #eef2f7 未走 design token（border-bottom: 1px solid #eef2f7;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02153|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|272|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02154|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|285|D|P3|<style>硬编码色值 #f1f5f9 未走 design token（border-bottom: 1px solid #f1f5f9;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4|
R4-02155|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|290|D|P3|<style>硬编码色值 #f8fafc 未走 design token（background: #f8fafc;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02156|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|291|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02157|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|305|D|P3|<style>硬编码色值 #e8f8f0 未走 design token（background: #e8f8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02158|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|306|D|P3|<style>硬编码色值 #25a86c 未走 design token（color: #25a86c;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02159|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|310|D|P3|<style>硬编码色值 #fdf2f8 未走 design token（background: #fdf2f8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02160|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|311|D|P3|<style>硬编码色值 #db2777 未走 design token（color: #db2777;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02161|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|323|D|P3|<style>硬编码色值 #fff7ed 未走 design token（background: #fff7ed;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4|
R4-02162|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|324|D|P3|<style>硬编码色值 #ea580c 未走 design token（color: #ea580c;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02163|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|329|D|P3|<style>硬编码色值 #3fcf8e 未走 design token（color: #3fcf8e;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02164|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|335|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4|
R4-02339|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|279|D|P3|<style>硬编码尺寸 1200px 未走 size token（max-width: 1200px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02340|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|315|D|P3|<style>硬编码尺寸 -4px 未走 size token（transform: translateY(-4px);）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02341|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|326|D|P3|<style>硬编码尺寸 56px 未走 size token（width: 56px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02342|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|336|D|P3|<style>硬编码尺寸 28px 未走 size token（width: 28px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02343|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|387|D|P3|<style>硬编码尺寸 2px 未走 size token（outline-offset: 2px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02344|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|501|D|P3|<style>硬编码尺寸 220px 未走 size token（width: 220px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02345|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|510|D|P3|<style>硬编码尺寸 50px 未走 size token（height: 50px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02346|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|605|D|P3|<style>硬编码尺寸 50px 未走 size token（height: 50px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02347|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|723|D|P3|<style>硬编码尺寸 16px 未走 size token（width: 16px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02348|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|724|D|P3|<style>硬编码尺寸 16px 未走 size token（height: 16px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02349|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|509|D|P3|<style>硬编码尺寸 1400px 未走 size token（max-width: 1400px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02350|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|523|D|P3|<style>硬编码尺寸 2px 未走 size token（border-bottom: 2px solid transparent;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02351|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|541|D|P3|<style>硬编码尺寸 120px 未走 size token（width: 120px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02352|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|566|D|P3|<style>硬编码尺寸 200px 未走 size token（max-width: 200px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02353|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|646|D|P3|<style>硬编码尺寸 420px 未走 size token（width: 420px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02354|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|188|D|P3|<style>硬编码尺寸 24px 未走 size token（padding: 24px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02355|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|214|D|P3|<style>硬编码尺寸 12px 未走 size token（margin-left: 12px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02356|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|247|D|P3|<style>硬编码尺寸 12px 未走 size token（font-size: 12px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02357|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|325|D|P3|<style>硬编码尺寸 12px 未走 size token（font-size: 12px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02358|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|730|D|P3|<style>硬编码尺寸 1200px 未走 size token（max-width: 1200px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02359|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|761|D|P3|<style>硬编码尺寸 320px 未走 size token（max-width: 320px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02360|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|865|D|P3|<style>硬编码尺寸 28px 未走 size token（height: 28px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02361|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|1027|D|P3|<style>硬编码尺寸 420px 未走 size token（width: 420px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02362|d:\6\恋爱小程序\apps\admin\src\views\content\Users.vue|1057|D|P3|<style>硬编码尺寸 90px 未走 size token（min-width: 90px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02363|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|653|D|P3|<style>硬编码尺寸 1400px 未走 size token（max-width: 1400px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02364|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|657|D|P3|<style>硬编码尺寸 280px 未走 size token（max-width: 280px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02365|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|743|D|P3|<style>硬编码尺寸 120px 未走 size token（max-height: 120px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02366|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|761|D|P3|<style>硬编码尺寸 720px 未走 size token（width: 720px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-02367|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|784|D|P3|<style>硬编码尺寸 320px 未走 size token（max-width: 320px;）|改版/多端适配需逐处修改，数值不统一|抽取 spacing/size token（--fs-*/--page-padding/--card-padding/--section-gap）并引用 var(--*)|open|batch-4|
R4-00363|d:\6\恋爱小程序\docs\openapi\likes.yaml|471|T|P3|/matches/dto 已删除端点仍文档化，且 /matches/super-like 未文档化|契约文档与实际 API 失配|同步文档|open|batch-4|
R4-00485|d:\6\恋爱小程序\docker-compose.yml|224|H|P3|CORS_ALLOWED_ORIGINS 默认值含示例生产域名 https://www.campuslove.example.com / admin.campuslove.example.com|未配置 .env 时生产后端接受 example.com 源，属于占位默认值残留|默认值仅保留 localhost，生产强制注入|open|batch-4|
R4-00486|d:\6\恋爱小程序\docker\prometheus\prometheus.yml|56-60|T|P3|node-exporter 抓取任务常开，但 compose 中 node-exporter 受 monitoring profile 门控（docker-compose.yml:579-580），默认 compose up 无该容器→目标持续 DOWN 并产生无效告警噪音（文件头刚以同一理由移除了 mysql/redis exporter）|监控目标常年 DOWN，告警系统可信度下降|node-exporter 任务同样加注释或与 profile 对齐|open|batch-4|
R4-00489|d:\6\恋爱小程序\docs\API-CONTRACT.md|460-485|B|P3|契约缺少 2026-08-08 新增的 GET /v1/admin/forum/village-posts/{id}/views 浏览记录端点（admin api/forum.ts:165 listPostViewers 已在用）|文档滞后于实现，新端点无契约依据|契约补登 views 端点|open|batch-4|
R4-00499|d:\6\恋爱小程序\CHANGELOG.md|173,179|T|P3|CHANGELOG 声称 Admin i18n "1300+ keys"（实测 752 键路径）与"500+ 处硬编码中文迁移到 locale 文件、8 个 Admin 视图 i18n 化"，当前多个视图仍全页硬编码中文；且 1.0.0 后未登记 VIP 下线/红包删除/动态菜单重构等重大变更|变更历史失真，版本回溯与发布评估被误导|按实际键数与现状修订并补登近期变更|open|batch-4|
R4-00500|d:\6\恋爱小程序\README.md|81,190-191|T|P3|README 声明 Node ">=18.0.0 <20.0.0"（与根 package.json engines ">=18 <21"、Dockerfile node:20.15.0、CI node 20 矛盾）；并宣传 admin "pnpm test:unit / test:coverage"，但 admin 无任何测试文件|环境要求自相矛盾误导开发；测试宣传无对应实现|统一 Node 版本声明，删除空转测试宣传|open|batch-4|
R4-00501|d:\6\恋爱小程序\DEPLOYMENT.md|13|T|P3|部署指南声明 Node.js ">=18.0.0 <20.0.0"，与仓库 engines/Dockerfile/CI 实际使用 Node 20 冲突|按指南准备环境可能选 Node 18/19，与 CI 行为不一致|修正为 >=18 <21|open|batch-4|
R4-00502|d:\6\恋爱小程序\project.config.json|23|H|P3|真实微信 appid "wxc67cd233d72388d0" 提交进版本库（checklist 亦标注"待运营确认是否正式注册 appid"）|appid 非密钥但属资产信息，若为测试 appid 将导致提审错误主体；仓库内多文件重复维护|确认正式 appid 后统一替换或环境变量注入|open|batch-4|
R4-00516|d:\6\恋爱小程序\.env.example|224|H|P3|CORS_ALLOWED_ORIGINS 示例值含 campuslove.example.com 假域名与本地端口混排，运维复制即用可能漏改|生产误带 example.com 源，CORS 配置失准|示例与 docker-compose 默认值同步收紧|open|batch-4|
R4-00517|d:\6\恋爱小程序\eslint.config.mjs|1-30|T|P3|eslint flat config 已就绪但根 package.json 无 lint 脚本、CI 无 eslint 步骤，admin 代码风格无门禁|大量未用导入/硬编码中文等风格问题无自动拦截，只能人工 review|补 lint 脚本并纳入 CI|open|batch-4|
R4-00523|d:\6\恋爱小程序\.spectral.yaml|1-8|T|P3|Spectral 配置关闭 info-contact/info-description/info-license/openapi-tags/operation-description/operation-success-response/operation-tags 共 7 条规范规则|OpenAPI 文档元信息与操作描述缺失不报错，契约文档质量门禁弱化|逐条评估后恢复关键规则|open|batch-4|
R4-02079|d:\6\恋爱小程序\README.md|252|F|P2|声称 docker compose 编排 rabbitmq/nginx 服务，compose 服务清单无此两项（仅 mysql/redis/api/admin/client/prometheus/grafana/alertmanager/node-exporter/backup）|按 README 部署者预期 MQ/反代开箱即用，实际缺失，架构文档与编排文件漂移|README 服务清单与 docker-compose.yml 对齐（删除 rabbitmq/nginx 或补服务）|open|batch-4|
R4-02080|d:\6\恋爱小程序\README.md|58,73,134-136,199|T|P2|引用不存在的 application-db.yml 与 -Dspring-boot.run.profiles=db（文件已改名 application-real.yml、profile 为 real），照抄命令将以无 profile 配置启动导致数据库不可用|快速开始 Real 模式命令失效，新成员照 README 无法启动|统一为 profiles=real 并引用 application-real.yml|open|batch-4|
