R4-01350|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\campus\RealCampusService.java|171|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("content 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01351|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|83|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("identityToken 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01352|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|90|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("无法获取 Apple 公钥（kid=")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01353|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|105|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Apple identityToken 签名无效")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01354|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|108|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Apple identityToken 无效: ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01355|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|114|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Apple identityToken 已过期")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01356|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|121|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Apple identityToken nonce 校验失败")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01357|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|127|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Apple identityToken 缺少 sub")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01358|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|137|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("identityToken 不是合法 JWT")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01359|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|143|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("identityToken header 缺少 kid")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01360|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\AppleIdentityTokenVerifier.java|153|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("identityToken 格式非法")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01361|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\campus\RealCampusCertificationService.java|77|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("您的校园认证正在审核中，请耐心等待")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01362|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\campus\RealCampusCertificationService.java|80|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("您已完成校园认证，无需重复提交")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01363|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\campus\RealCampusCertificationService.java|155|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("审核结果无效，仅支持 APPROVED 或 REJECTED")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01364|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|530|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动标题不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01365|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|533|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动标题长度不能超过 128 字")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01366|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|536|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动地点不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01367|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|539|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动地点长度不能超过 256 字")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01368|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|542|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动时间描述不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01369|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|545|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动时间描述长度不能超过 128 字")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01370|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|548|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("活动描述不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01371|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminActivityController.java|567|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("非法活动状态参数: ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01372|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminAccountController.java|96|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("新密码长度须为 6-64 位")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01373|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminAccountController.java|103|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员账号不存在")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01374|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminAccountController.java|112|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("旧密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01375|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\ai\AiVideoController.java|100|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("请求体字段数量不能超过 ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01376|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\campus\CampusController.java|105|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("请先完成校园认证/绑定学校，再查看校园话题")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01377|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCampusTopicController.java|353|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("非法话题状态参数: ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01378|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|97|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("code 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01379|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|102|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("微信登录凭证无效，请重新登录")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01380|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|218|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("userId 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01381|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|221|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("provider 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01382|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|224|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("openId 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01383|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|269|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("userId 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01384|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|272|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("provider 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01385|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|293|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("userId 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01386|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\ThirdPartyAuthService.java|320|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("SHA-256 算法不可用")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01387|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|350|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("用户登录处理失败，请稍后重试")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01388|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|356|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("用户登录处理失败，请稍后重试")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01389|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|360|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("用户登录处理失败，请稍后重试")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01390|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|366|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Token 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01391|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|371|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Token 无效或已过期")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01392|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|379|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("Token 已被撤销，请重新登录")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01393|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|385|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("无法从 Token 中提取用户信息")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01394|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|396|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("用户不存在")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01395|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|413|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("用户 ID 格式无效")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01396|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|438|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("手机号格式不正确")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01397|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|443|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("该手机号不可注册")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01398|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|446|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("密码长度须为 6-64 位")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01399|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|449|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("昵称长度须为 1-20 字")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01400|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|453|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("该手机号已注册")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01401|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|474|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("该手机号已注册，请直接登录")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01402|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|494|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("手机号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01403|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|499|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("该手机号不可登录")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01404|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|503|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("手机号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01405|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|511|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("手机号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01406|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|536|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("体验账号入口已关闭，请使用其他方式登录")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01407|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|633|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员账号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01408|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|640|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员账号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01409|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|651|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员账号已被禁用，请联系超级管理员")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01410|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|662|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("所在高校已被停用，请联系超级管理员")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01411|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|685|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员登录未启用")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01412|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|688|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("管理员账号或密码错误")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01413|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|722|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("rawPassword 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01414|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|818|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("rawPassword 不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01415|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\auth\RealAuthService.java|928|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("SHA-256 算法不可用")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01416|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCoinController.java|75|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("起始日期不能晚于结束日期")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01417|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCoinController.java|129|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("非法流水类型参数: ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01418|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCircleController.java|133|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("圈名不能为空")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01419|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCircleController.java|136|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("圈名长度不能超过 64 字")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
R4-01420|d:\6\恋爱小程序\apps\api\src\main\java\com\campuslove\api\admin\AdminCircleController.java|141|H|P3|中文 throw 消息未走 i18n（有 I18nConfig/messages.properties 未用）("该圈名已存在: ")|错误文案硬编码中文，前端无国际化能力，多语言/文案调整需发版|改用 MessageSource.getMessage 从 messages*.properties 取文案|open|batch-4|
