R2-00015|client|apps/client/src/pages/profile/index.vue|453-467|HIGH|语音状态录制为演示实现:确认后直接 setVoiceStatus("mock://profile/voice-status",42),不录音不上传|真实模式语音状态是死数据,mock URL 还会触发无效请求|接入 RecorderManager+上传,未就绪前隐藏入口
R2-00016|client|apps/client/src/pages/profile/index.vue|463|HIGH|mock:// 协议 URL 无任何环境守卫,真实模式也会写入 store|生产环境用户主页出现假语音状态|useMock 分支或删除
R2-00017|client|apps/client/src/pages/profile/index.vue|469-490|HIGH|语音播放为"演示态":仅切换图标,3 秒后自动停,不接 InnerAudioContext|语音状态无法试听|接入真实播放
R2-00018|client|apps/client/src/pages/settings/index.vue|221-247|HIGH|清除缓存为演示实现:延迟后置 0 KB,不调用 uni.getStorageInfo/clearStorage|用户以为缓存已清,实际未清|接入真实 storage 统计与清理
R2-00019|client|apps/client/src/pages/settings/index.vue|250-266|HIGH|检查更新为演示实现:延迟后提示"已是最新",不接 uni.getUpdateManager|更新检查功能形同虚设|接入 getUpdateManager 或版本接口
R2-00020|client|apps/client/src/pages/profile/album.vue|238-249|HIGH|"设为头像"仅本地重排 photoGallery,不调后端|头像更换不持久化,刷新即丢|接入头像上传接口
R2-00021|client|apps/client/src/stores/profile.ts|598-627|HIGH|同校推荐权限开关仅本地存储,不落后端(Phase 4.5 注释自认)|跨设备/重登后设置丢失,隐私承诺无法兑现|接入 /privacy/settings 同步
R2-00022|client|apps/client/src/stores/profile.ts|364-433|HIGH|loadMyPosts 从未被任何页面调用(全仓 grep 仅定义),real 模式"我的动态"永远为空|个人主页动态模块生产环境空白|页面接入或在 load() 中调用
R2-00023|client|apps/client/src/stores/vip.ts|88-114|HIGH|plans 硬编码价格 18/48/128 与 config/vip-plans.ts(18/48/158)年度价不一致|两套价格数据源,支付展示与订单可能错价|删除重复 store,统一走 config
R2-00024|client|apps/client/src/stores/vip.ts|84-411|HIGH|useVipStore 全仓无引用(仅定义处),410 行死代码含死状态 isVip/expireDate(85-86 行从未赋值)|维护成本与价格错乱风险|删除或迁移
R2-00025|client|apps/client/src/view-models/chat.ts|49-84|HIGH|会话状态/操作文案直接使用 statusCopyMap 中文原文,未经 t() 渲染(config/status-copy.ts 自注"请改为经 t() 渲染")|聊天核心状态"等待对方加入/交换已完成/去聊天"等生产界面硬编码中文,多语言失效|改用 t("config.statusCopy.*")
R2-00026|client|apps/client/src/stores/campus.ts|474-476|HIGH|formatAnswerTime 重复实现并硬编码"刚刚/分钟前/小时前/天前",未复用 utils/time.ts:219 且未 i18n|四处重复+多语言失效(见 circle.ts:443-445、daily-question.ts:235-238、village/utils.ts:444-447)|统一复用 utils/time.ts 的 locale 版本
R2-00027|client|apps/client/src/stores/circle.ts|443-445|HIGH|同 campus.ts 的重复相对时间实现,硬编码中文|同上|同上
R2-00028|client|apps/client/src/stores/daily-question.ts|235-238|HIGH|同 campus.ts 的重复相对时间实现,硬编码中文|同上|同上
R2-00029|client|apps/client/src/stores/village/utils.ts|444-447|HIGH|同 campus.ts 的重复相对时间实现(文案还是"刚刚活跃"),硬编码中文|同上|同上
R2-00030|client|apps/client/src/components/discover/AdvancedFilter.vue|98-109|HIGH|学校选项硬编码 10 所广州高校,未调用 config/schools.ts 的 loadSchools(),与 SCHOOLS(北大/清华等)数据源分裂|筛选学校与认证学校体系不一致,跨校匹配逻辑错乱|统一走 loadSchools()/后端 campuses
R2-00031|client|apps/client/src/config/schools.ts|27-32|HIGH|SCHOOLS 仅 4 所高校(注释自认覆盖不足),DEFAULT_SCHOOL_ID 硬编码 'pku'(35 行)|多数学校用户无法选择本校|由后端下发完整列表
R2-00032|client|apps/client/src/pages/home/index.vue|107|HIGH|默认学校回退硬编码 t("config.schools.pku.name"),无 session 时强制展示北京大学|非北大学生看到错误默认学校|改为通用占位
R2-00033|client|apps/client/src/stores/messages.ts|315-365|HIGH|mock 通知 actionUrl 含 "/pages/post/detail?id=post-58"(365 行),该页面在 pages.json 不存在|mock 模式点击通知跳转白屏|改为存在的页面或移除
R2-00034|client|apps/client/src/stores/messages.ts|702|HIGH|接受心动信号把 userId 放 query string,且 mock 分支(696 行)本地拼"你们已成为好友,开始聊天吧"硬编码中文|接口契约脆弱+文案未 i18n|对齐后端契约,文案走 t()
R2-00035|client|apps/client/src/stores/messages.ts|744|HIGH|通知列表一次拉取 size=100 无分页(注释自认"未实现")|通知量大时首屏慢、截断|改分页加载
R2-00036|client|apps/client/src/stores/messages.ts|918|HIGH|互动事件 hasMore 用 "mapped.length>=20" 猜测,末页恰好 20 条会多请求一次空页|多余请求与"加载中"闪烁|后端返回 totalPages 判断
R2-00037|client|apps/client/src/stores/checkin.ts|470|HIGH|pointsBalance += pointsEarned 与 fetchStatus 同步余额可能双计(注释自认防双计不彻底)|积分余额虚高|改为后端返回余额直接赋值
R2-00038|client|apps/client/src/stores/checkin.ts|537-541|HIGH|dispose() 从未接线(TODO(dispose-接线) 自认页面无法调用)|签到成功动画定时器页面卸载后仍触发|页面 onUnload 调用
R2-00039|client|apps/client/src/stores/village/index.ts|899-904|HIGH|villageStore.dispose() 同样未接线(TODO 自认)|评论防抖/点赞集合在页面销毁后残留|页面 onUnload 调用
R2-00040|client|apps/client/src/stores/discover/actions/storage.ts|125-132|HIGH|discoverStore.dispose() 同样未接线(TODO 自认)|防抖存储定时器/请求控制器残留|页面 onUnload 调用
R2-00041|client|apps/client/src/stores/village/index.ts|323,555|HIGH|mock 帖子头像硬编码 "/static/default-avatar.png",与 IMAGE_PATHS 体系并存|头像路径散落,统一改造遗漏|改用 IMAGE_PATHS
R2-00042|client|apps/client/src/stores/likes.ts|301,371-376|HIGH|mock 头像路径同样硬编码 "/static/default-avatar.png"|同上|同上
R2-00043|client|apps/client/src/stores/video-call.ts|178|HIGH|mock signalingUrl 硬编码 "wss://mock.example.com/signaling",若 real 分支未覆盖会被使用|信令地址指向不存在的域名|确认 real 分支完整,删除 mock 兜底
R2-00044|client|apps/client/src/services/auth.ts|44|HIGH|WECHAT_LOGIN_ENDPOINT="/v1/auth/wechat" 与 services/api.ts:194 "/auth/wechat-login" 两套登录端点并存|端点漂移风险,一处改动另一处 404|统一到单一常量
R2-00045|client|apps/client/src/services/auth.ts|129,149,158,168,172-173|HIGH|登录错误消息硬编码中文("微信登录超时,请重试/您已取消微信登录"等),直接作为用户可见 toast|多语言失效,文案无法运营调整|抽 i18n key
R2-00046|client|apps/client/src/services/http.ts|331,545,565|HIGH|"登录已过期,请重新登录" toast 硬编码中文(3 处),未走 i18n|核心登录兜底文案多语言失效|抽 i18n key
R2-00047|client|apps/client/src/services/http.ts|466,506|HIGH|"网络请求失败/请求已取消"硬编码中文|网络错误提示多语言失效|抽 i18n key
R2-00048|client|apps/client/src/utils/form-validator.ts|58,73,146,162|HIGH|校验默认消息硬编码中文("此项为必填项/请输入正确的手机号/邮箱/微信号"),直接展示给用户|表单校验提示无法多语言|默认值改 i18n key
R2-00049|client|apps/client/src/stores/chat/actions/icebreakers.ts|159-160,188|HIGH|破冰话题错误消息硬编码中文拼接("破冰话题已发送,但消息追加失败:…/未知错误/加载破冰话题失败")|同上|抽 i18n key
R2-00050|client|apps/client/src/stores/chat/actions/session.ts|173|HIGH|"会话不存在或已失效"硬编码中文错误|同上|抽 i18n key
R2-00051|client|apps/client/src/stores/chat/actions/messaging.ts|180,213|HIGH|"发送消息失败,请重试/语音上传失败,请重试"硬编码中文|同上|抽 i18n key
R2-00052|client|apps/client/src/stores/chat/actions/messaging.ts|82,86,91,95|HIGH|语音上传错误消息硬编码中文模板("语音上传响应缺少 url 字段/解析失败/HTTP/请求失败")|同上|抽 i18n key
R2-00053|client|apps/client/src/stores/chat/higher-order.ts|72|HIGH|withErrorHandling 错误前缀拼接 "xxx失败" 为硬编码中文模板|所有聊天 action 错误提示多语言失效|错误文案走 t()
R2-00054|client|apps/client/src/stores/discover/actions/swipe.ts|111,343-344|HIGH|"操作失败/超级喜欢失败,请重试/喜欢操作失败,请重试"硬编码中文|同上|抽 i18n key
R2-00055|client|apps/client/src/stores/discover/actions/fetch.ts|147|HIGH|"加载推荐失败,请稍后重试"硬编码中文|同上|抽 i18n key
R2-00056|client|apps/client/src/stores/home.ts|73|HIGH|"加载首页数据失败"硬编码中文|同上|抽 i18n key
R2-00057|client|apps/client/src/stores/feedback.ts|29,48,68,88|HIGH|反馈相关 4 处错误消息硬编码中文|同上|抽 i18n key
R2-00058|client|apps/client/src/stores/unlock-guide.ts|46,89|HIGH|"此功能"硬编码中文占位|同上|抽 i18n key
R2-00059|client|apps/client/src/services/agnes-video.ts|166|HIGH|"未知错误"硬编码中文|同上|抽 i18n key
R2-00060|client|apps/client/src/view-models/feedback.ts|17-28|HIGH|反馈状态文案("已提交/处理中/已查看/已排期/已转活动")硬编码中文|反馈历史页多语言失效|抽 i18n key
R2-00061|client|apps/client/src/view-models/home.ts|76-115,131-132|HIGH|首页设置引导标题("补全基础资料/填写学校信息/先完成设置/去聊天/今日/空档")硬编码中文|首页核心引导多语言失效|抽 i18n key
R2-00062|client|apps/client/src/view-models/profile.ts|82-88,126,134|HIGH|"刚刚/未设置昵称/未设置学校"硬编码中文|个人页多语言失效|抽 i18n key
R2-00063|client|apps/client/src/stores/schedule.ts|45|HIGH|WEEK_DAYS 硬编码中文("周一…周日")且导出被页面展示|课表多语言失效|抽 i18n key
R2-00064|client|apps/client/src/stores/campus.ts|138-154|HIGH|话题分类/认证状态映射硬编码中文("课程交流/已认证"等),若用于真实数据展示则多语言失效|校园页多语言失效|抽 i18n key
R2-00065|client|apps/client/src/config/home-banners.ts|57-86|HIGH|首页横幅 title/subtitle 硬编码中文,无 i18n key|运营内容无法多语言|抽 i18n key
R2-00066|client|apps/client/src/config/home-recommended-people.ts|24-48|HIGH|首页推荐人姓名/文案硬编码中文|同上|抽 i18n key
R2-00067|client|apps/client/src/config/navigation.ts|29-59|HIGH|TabBar label 硬编码中文("匹配/圈子/首页/消息/我的"),与 pages.json/custom-tab-bar 三处重复|Tab 文案多语言失效且三源同步易漏|单源+t()
R2-00068|client|apps/client/src/custom-tab-bar/index.js|41-74|HIGH|TabBar label 硬编码中文(第二处重复源)|同上|引用共享配置
R2-00069|client|apps/client/src/config/status-copy.ts|15-40|HIGH|会话/匹配状态文案硬编码中文作为"兜底",且 view-models 直接使用|生产界面出现未翻译中文|见 view-models/chat.ts 条目
R2-00070|client|apps/client/src/subpackages/setup/campus/index.vue|34,38,42|HIGH|资料设置页 3 处表单校验 toast 硬编码中文|设置流程多语言失效|抽 i18n key
R2-00071|client|apps/client/src/subpackages/setup/schedule/index.vue|34,40|HIGH|时间安排页 2 处校验 toast 硬编码中文|同上|抽 i18n key
R2-00072|client|apps/client/src/subpackages/setup/recommend-pref/index.vue|119,121|HIGH|推荐偏好页"保存成功/保存失败,请重试"硬编码中文|同上|抽 i18n key
R2-00073|client|apps/client/src/pages/village/tag-posts.vue|28|HIGH|标签帖点赞为页面级本地翻转(TODO(mock) 自认),real 模式不落库|生产环境点赞即假|接入 likePost API
R2-00074|client|apps/client/src/pages/vip/index.vue|116|MEDIUM|selectedPlanId 默认 "quarterly" 硬编码,与配置解耦后可能失效|默认套餐漂移|从 config 首项取
R2-00075|client|apps/client/src/pages/vip/index.vue|421|MEDIUM|switch color 硬编码 #FFD700(原生属性)|品牌色调整需改代码|配置化
R2-00076|client|apps/client/src/stores/vip-auto-renew.ts|186|MEDIUM|setEnabled 默认套餐硬编码 "quarterly"|与选中套餐可能不一致|显式传 planId
R2-00077|client|apps/client/src/stores/vip.ts|272-353|MEDIUM|fetchBills mock 分支在 billsLoading 检查之后,loading 时返回空缓存且 forceRefresh 被忽略|缓存一致性弱|调整分支顺序
R2-00078|client|apps/client/src/stores/vip.ts|286-353|MEDIUM|mock 账单硬编码日期 2026-07-25(非相对时间),时间一过展示过期数据|mock 演示失真|相对日期生成
R2-00079|client|apps/client/src/stores/vip-billing.ts|65-113|MEDIUM|与 stores/vip.ts fetchBills 完全重复的账单 mock/分页实现(第二份)|双 store 维护,字段易漂移|合并
R2-00080|client|apps/client/src/stores/vip-red-packet.ts|79|MEDIUM|mock 红包 id 用 Math.random 生成,可重复|mock 态红包 id 冲突|递增计数器
R2-00081|client|apps/client/src/stores/vip-red-packet.ts|175-180|MEDIUM|mock 领取金额随机 1-99 分,与 totalCount/总金额无约束关系|mock 演示失真|按剩余金额分配
R2-00082|client|apps/client/src/pages/vip/red-packet.vue|184-192|MEDIUM|claimId 缺失或非法时静默(无 toast/空态),领取流程无引导|链接分享后无反馈|非法参数给错误态
R2-00083|client|apps/client/src/pages/vip/promo-code.vue|(grep 见 store)|MEDIUM|promo-code 校验仅在 store 层,页面无输入格式即时校验|体验依赖服务端|页面加轻校验
R2-00084|client|apps/client/src/pages/chat/red-packet.vue|118|MEDIUM|发红包成功后 800ms 定时跳转期间无 loading 遮挡,可重复触发|重复创建红包风险|按钮禁用态覆盖整个流程
R2-00085|client|apps/client/src/stores/messages.ts|915|MEDIUM|loadInteractionEvents 单行 1200+ 字符的字段映射,可读性差且重复 4 个 || 兜底|维护成本高|抽 mapToInteractionEvent 函数
R2-00086|client|apps/client/src/stores/messages.ts|491,528,602,753,808,850,865,923|MEDIUM|8 处错误消息硬编码中文(加载会话/消息/通知/置顶/删除/拒绝信号等)|错误提示多语言失效|统一 t()
R2-00087|client|apps/client/src/stores/messages.ts|487,524,671,749,767,775,788,805,845,862,919,935,945,953|MEDIUM|14 处 withTimeout 超时文案硬编码中文("加载会话列表超时"等)|超时提示多语言失效|统一 t()
R2-00088|client|apps/client/src/stores/messages.ts|696|MEDIUM|"你们已成为好友,开始聊天吧"及 "·N岁·城市" 拼接硬编码中文|会话预览多语言失效|抽 i18n
R2-00089|client|apps/client/src/stores/messages.ts|257-376|MEDIUM|mock 会话/信号/通知大量中文内容(可接受),但 partnerAvatar 硬编码路径与 IMAGE_PATHS 不一致|同上(路径类)|IMAGE_PATHS
R2-00090|client|apps/client/src/stores/likes.ts|490,550,642,698,712,840,877,909,1114|MEDIUM|9 处错误消息硬编码中文(与周边 t() 混用)|错误提示多语言不一致|统一 t()
R2-00091|client|apps/client/src/stores/likes.ts|1114|MEDIUM|"部分操作失败(n/m)"模板字符串硬编码中文|批量操作失败提示多语言失效|抽 i18n
R2-00092|client|apps/client/src/stores/likes.ts|712|MEDIUM|"用户 ID 无效"硬编码,而相邻分支用 t("storeErrors.likes.userIdInvalid")|同文件两套文案体系|统一
R2-00093|client|apps/client/src/stores/village/index.ts|234,357,393,589,637,696,719,825,886|MEDIUM|9 处错误消息硬编码中文(加载帖子/发布/评论/点赞/转发/同校动态/相似作者)|村口社区错误提示多语言失效|统一 t()
R2-00094|client|apps/client/src/stores/village/index.ts|190-216|MEDIUM|fetchPosts mock 分支 this.hasMore=false 硬编码,real/mock 分页语义不一致|mock 无法演练分页|mock 生成多页数据
R2-00095|client|apps/client/src/stores/village/index.ts|540-535|MEDIUM|commentPost 防抖后无内容二次校验(空白内容会直接提交)|空评论入库|防抖回调内再校验
R2-00096|client|apps/client/src/stores/circle.ts|922|MEDIUM|"加载精选话题失败"硬编码中文(同文件其他全 t())|错误提示不一致|统一 t()
R2-00097|client|apps/client/src/stores/circle.ts|246-303|MEDIUM|兴趣圈 name/description 硬编码中文(仅 mock 分支,但若 real 空数据兜底展示会泄漏)|同上|t() 或后端数据
R2-00098|client|apps/client/src/stores/activity.ts|53-110|MEDIUM|mock 活动标题/描述硬编码中文;id 体系 "a-1" 与 real 数字 id 不一致|mock/real 切换时 id 类型漂移|统一 string 化
R2-00099|client|apps/client/src/stores/activity.ts|272-276|MEDIUM|取消报名用 DELETE 携带 data body,部分网关/后端不支持 DELETE body|取消报名 404|改用 POST /cancel 或 query
R2-00100|client|apps/client/src/stores/campus.ts|762-764,823-825|MEDIUM|发布话题/回复 mock 分支硬编码 "匿名校友/我/广州大学"|mock 数据污染展示|t() 或按 session 生成
R2-00101|client|apps/client/src/stores/campus.ts|259-376|MEDIUM|校园话题 mock 硬编码中文+固定"广州大学"作者|mock 演示失真|相对/会话数据
R2-00102|client|apps/client/src/stores/checkin.ts|256-280|MEDIUM|consecutiveDaysText 等 5 个 getter 硬编码中文模板("已连续签到 N 天"等)|签到权益多语言失效|抽 i18n
R2-00103|client|apps/client/src/stores/checkin.ts|338|MEDIUM|"获取签到状态超时"硬编码中文(与 444 行 t() 混用)|超时提示不一致|统一
R2-00104|client|apps/client/src/stores/checkin.ts|523|MEDIUM|makeUpCheckIn catch 后 console.error 并返回 null,调用方无法区分"失败"与"无权限"|补签失败无差异化提示|抛错给页面
R2-00105|client|apps/client/src/stores/activity.ts|160-186|MEDIUM|fetchActivities 失败时保留旧列表不抛错,loadMore 无法感知失败|分页静默失败|同 village loadMore 的回退模式
R2-00106|client|apps/client/src/stores/session.ts|22-37|MEDIUM|mockUserSession 中 schoolId 直接用学校名称"北京大学"充当 ID|ID/名称语义混淆,真实链路难迁移|mock 也使用真实 id
R2-00107|client|apps/client/src/stores/session.ts|182-211|MEDIUM|profileFieldStatus 用 profileCompleted 代理 6 个字段,无法反映真实完成度|资料完善引导失真|后端返回字段级状态
R2-00108|client|apps/client/src/stores/session.ts|296-302|MEDIUM|isProfileComplete getter 内嵌 isDev console.warn(生产分支也执行判断逻辑)|性能噪音|移出
R2-00109|client|apps/client/src/stores/profile.ts|109-110|MEDIUM|mockVoiceStatusUrl 硬编码 "https://example.com/mock/voice-status.mp3"(example.com 域名)|mock 音频无法播放|本地资源或删除
R2-00110|client|apps/client/src/stores/profile.ts|51-56|MEDIUM|mock 基本资料("星野/她她/大三")硬编码中文|同上|t()/会话数据
R2-00111|client|apps/client/src/stores/profile.ts|266|MEDIUM|voiceStatusDuration=42 魔法数字(注释为 42s)|可读性|常量
R2-00112|client|apps/client/src/stores/profile.ts|311-312|MEDIUM|load() real 分支 myPosts 恒为空且 "?? []" 无意义赋值,依赖从未被调用的 loadMyPosts|我的动态死链|见 HIGH 条目
R2-00113|client|apps/client/src/stores/video-call.ts|108-118|MEDIUM|mock 房间号生成与真实信令流程脱节,real 分支未验证信令 URL 格式|通话链路 mock/real 行为差异大|联调验证
R2-00114|client|apps/client/src/stores/chat/actions/session.ts|119-128|MEDIUM|startFromMatch mock 分支 partnerName 硬编码"匹配对象",未从匹配数据解析|mock 体验差|按 matchId 解析
R2-00115|client|apps/client/src/stores/chat/actions/session.ts|85-87|MEDIUM|mock 回退文案"新匹配/校园恋爱推荐/今晚"硬编码中文|同上|t()
R2-00116|client|apps/client/src/stores/chat/actions/messaging.ts|207,241|MEDIUM|voiceBody 默认 "语音消息" 硬编码中文,占位消息泄漏到真实发送|生产可能发送"语音消息"文本|H5 降级明确占位标识
R2-00117|client|apps/client/src/features/chat/transport.ts|47,91|MEDIUM|RealChatTransport.pushVoice 与 Mock 分支 body 均为"语音消息"硬编码中文|同上|同上
R2-00118|client|apps/client/src/pages/chat-session/index.vue|91-100,202-266|MEDIUM|sessionId 为 null 时页面无兜底空态(直接渲染空内容)|直开链接白屏|加参数缺失错误态
R2-00119|client|apps/client/src/pages/chat-session/index.vue|407-443|MEDIUM|发送消息 catch 后仅 toast,输入框内容已清空未恢复草稿|失败消息丢失|恢复草稿
R2-00120|client|apps/client/src/pages/chat-session/index.vue|1035|MEDIUM|messagesStore.errorMessage 直接渲染为页面文本,可能含后端原始错误串|错误文案暴露技术细节|映射友好文案
R2-00121|client|apps/client/src/pages/chat/index.vue|78-79|MEDIUM|跳转会话用 openAppPath 字符串拼接(之前清单已报 .stop 等,此为新增路径)|路径散落|ROUTES 常量
R2-00122|client|apps/client/src/pages/messages/index.vue|316-318|MEDIUM|错误 toast 优先展示 store.errorMessage(后端原文)|同上|映射友好文案
R2-00123|client|apps/client/src/pages/messages/index.vue|747|MEDIUM|倒计时兜底 "--:--:--" 硬编码占位|轻微|t()
R2-00124|client|apps/client/src/pages/messages/index.vue|855,885|MEDIUM|会话预览空值回退 t("messages.emptyTitle")("暂无消息"),语义混淆|空态文案错位|独立 key
R2-00125|client|apps/client/src/pages/heart-signals/index.vue|69|MEDIUM|countdownTimer 30s 间隔刷新全列表,页面 onUnload 未清(仅 onHide 停)|后台资源浪费|onUnload 清理
R2-00126|client|apps/client/src/pages/heart-signals/index.vue|93,105|MEDIUM|console.error("接受/拒绝心动信号失败")后静默,无 toast|用户无失败反馈|补 toast
R2-00127|client|apps/client/src/pages/discover/index.vue|188-243|MEDIUM|错误处理仅设置 store errorMessage,部分场景无 toast 无重试按钮|弱网时用户困惑|统一错误态+重试
R2-00128|client|apps/client/src/pages/discover/index.vue|521-531|MEDIUM|watch errorMessage 变化即上报 Sentry,同一错误可重复上报|噪音|去重上报
R2-00129|client|apps/client/src/pages/discover/index.vue|930|MEDIUM|remainingCount<=3 的"限量提示"魔法数字|规则散落|常量
R2-00130|client|apps/client/src/pages/discover/history.vue|86-95|MEDIUM|rewind 失败 catch 后仅 toast store 原始 message|同上|友好映射
R2-00131|client|apps/client/src/pages/discover/video-player.vue|143-146|MEDIUM|分享链接用 query 拼接 videoUrl(URL 可能超长/被截断)|长视频 URL 分享失败|存储桥接或缩短
R2-00132|client|apps/client/src/pages/village/index.vue|455-465|MEDIUM|onLoad 消费 query 与 onShow 双份消费逻辑,storage 桥接键无常量|tab 传参脆|统一常量
R2-00133|client|apps/client/src/pages/village/index.vue|164-176|MEDIUM|两处 catch(_e) 空吞(定位失败/其他),无降级提示|静默失败|提示+降级
R2-00134|client|apps/client/src/pages/village/detail.vue|416-425|MEDIUM|无 query.id 时依赖 store 残留 currentPost,直接分享链接可能展示他人帖子|隐私串号风险|无 id 时清空并提示
R2-00135|client|apps/client/src/pages/village/detail.vue|144-184|MEDIUM|多处 catch(_e) 静默(定位/收藏/关注失败)|用户无感知|补提示
R2-00136|client|apps/client/src/pages/village/post.vue|129-137|MEDIUM|选择图片失败 catch(_e) 静默|用户无反馈|toast
R2-00137|client|apps/client/src/pages/village/post.vue|261|MEDIUM|发布前对选中图片数量/大小无前置校验(仅 store 校验数量)|超大图请求失败|前端压缩校验
R2-00138|client|apps/client/src/pages/circles/post-topic.vue|240|MEDIUM|localImages 在 real 模式不调用上传(条件 !useMock 才跳过),mock 分支直接本地提交|同上 village|统一上传链路
R2-00139|client|apps/client/src/pages/circles/topic-detail.vue|186-190|MEDIUM|topicId 缺失时静默空白|直开链接白屏|空态兜底
R2-00140|client|apps/client/src/pages/circles/topics.vue|45|MEDIUM|circleId 缺失时静默(同族问题)|同上|兜底
R2-00141|client|apps/client/src/pages/campus/topic-detail.vue|102-110|MEDIUM|topicId 缺失时静默|同上|兜底
R2-00142|client|apps/client/src/pages/campus/index.vue|111|MEDIUM|话题分页 onLoadMoreTopic 无防抖/失败回退|快速滚动重复请求|同 village 模式
R2-00143|client|apps/client/src/pages/campus/post-topic.vue|157|MEDIUM|发布成功 1.5s 定时跳转,期间无 loading 遮挡|重复提交|guard
R2-00144|client|apps/client/src/pages/settings/index.vue|27|MEDIUM|operationTimers 集合仅清 clearCache/checkUpdate,其余导航 timer 未入集合|局部清理覆盖不全|统一
R2-00145|client|apps/client/src/pages/profile/index.vue|439,486|MEDIUM|voicePlayTimer 演示 3000ms 魔法数字|可读性|常量
R2-00146|client|apps/client/src/pages/profile/index.vue|222-237|MEDIUM|profileView 由 view-model 计算,与 profileStore 双数据源并存|状态分裂|单一数据源
R2-00147|client|apps/client/src/pages/profile/index.vue|419|MEDIUM|打招呼跳转 chat-session?userId=,会话页需靠 userId 新建会话,mock 会话存在时行为不确定|入口行为不一致|按 sessionId 优先
R2-00148|client|apps/client/src/pages/likes/index.vue|296,316,324|MEDIUM|openAppPath 字符串拼接路由(chat-session/profile/heart-signals)|路径散落|ROUTES
R2-00149|client|apps/client/src/pages/likes/index.vue|83-113|MEDIUM|搜索防抖 300ms 魔法数字且三处重复清理逻辑|可维护性|useDebounce
